n,x,y
668,345.5,312.5
696,348.0,313.0
713,348.5,313.0
728,348.5,313.5
742,347.5,314.0
771,348.0,313.5
804,348.0,313.0
841,348.0,313.0
872,348.0,313.0
904,348.0,313.0
934,346.0,313.0
967,343.5,314.5
997,344.0,313.5
1030,345.5,312.0
1061,346.0,310.0
1096,346.5,309.0
1127,346.5,309.0
1158,346.0,309.5
1207,345.5,309.0
1237,345.5,309.0
1268,345.5,309.0
1300,345.5,309.0
1338,345.5,309.0
1367,345.5,309.0
1397,345.5,309.0
1429,344.5,309.0
1463,345.0,308.0
1493,344.5,308.0
1527,344.5,308.0
1557,344.0,308.0
1614,344.0,308.0
1645,343.5,308.0
1674,342.5,307.5
1704,343.0,307.5
1737,343.5,308.0
1769,343.0,307.5
1800,342.0,308.0
1847,342.5,307.5
1879,343.0,307.5
1910,342.5,307.0
1938,342.0,307.0
1970,341.5,310.0
2002,339.5,312.0
2047,339.0,312.0
2078,337.5,312.5
2110,337.0,312.0
2140,336.0,311.5
2170,335.5,310.5
2205,333.5,310.0
2234,333.0,310.0
2265,333.5,309.5
2309,333.5,309.5
2343,333.0,309.5
2373,333.0,309.5
2404,332.0,309.5
2434,331.5,309.5
2481,330.0,309.5
2511,328.5,310.0
2543,327.5,309.5
2574,326.5,310.0
2605,326.0,310.0
2637,325.5,310.0
2666,325.0,310.0
2698,326.0,310.5
2728,325.5,310.0
2776,325.5,310.0
2807,326.0,311.0
2839,326.0,311.0
2868,326.0,311.0
2916,326.0,311.0
2946,326.5,311.0
2976,326.5,311.0
3007,326.5,310.5
3038,326.0,310.5
3069,326.5,311.0
3101,326.5,311.0
3132,326.0,311.0
3165,326.0,311.0
3195,326.0,311.0
3225,326.0,311.0
3259,326.0,311.5
3304,326.0,311.0
3334,325.0,311.0
3380,325.0,311.0
3413,325.0,311.0
3444,325.0,311.0
3473,325.0,311.0
3504,325.0,311.0
3536,324.5,311.5
3568,325.0,311.0
3598,325.0,311.0
3630,325.0,311.0
3662,325.5,311.0
3692,325.5,311.0
3768,326.5,311.0
3800,327.0,311.0
3831,327.0,311.0
3864,327.0,311.0
3895,327.0,311.0
3927,327.5,311.0
3957,327.5,311.0
3988,327.5,311.0
4018,327.5,311.0
4050,327.0,311.0
4082,327.0,310.5
4114,327.0,311.0
4176,327.0,310.5
4207,327.0,311.0
4237,327.5,311.0
4266,327.0,311.0
4297,327.5,311.5
4330,327.0,311.0
4360,327.0,311.0
4392,326.5,311.0
4421,326.5,311.5
4454,326.5,311.0
4484,326.5,311.0
4516,326.0,311.0
4562,326.0,311.0
4641,325.5,311.5
4671,325.5,311.0
4704,325.0,311.0
4734,325.0,311.0
4765,325.5,311.0
4796,324.0,310.5
4828,324.5,311.0
4859,324.5,311.5
4889,324.0,311.0
4919,324.0,311.0
4950,324.5,311.0
4985,323.5,310.5
5014,322.0,310.0
5044,322.5,311.0
5076,322.5,311.0
5109,322.0,311.0
5140,322.0,310.5
5170,321.5,311.0
5201,321.5,310.5
5231,321.0,311.0
5264,320.5,310.5
5294,319.5,310.5
5325,319.5,310.5
5358,318.5,310.5
5388,319.5,310.5
5432,319.5,310.5
5481,319.5,310.5
5511,319.5,311.0
5542,319.5,310.5
5574,319.5,310.5
5603,319.0,310.5
5635,319.5,310.5
5666,319.0,310.5
5697,319.5,310.5
5727,319.5,311.0
5759,319.5,310.5
5791,320.0,311.0
5822,320.0,310.5
5868,320.0,311.0
5900,320.0,310.5
5930,320.0,311.0
5962,320.0,311.5
5993,320.5,311.5
6023,320.5,311.5
6054,320.5,311.5
6085,322.0,311.0
6116,322.5,312.0
6163,322.5,311.5
6194,323.0,311.5
6226,323.5,311.0
6255,323.5,311.0
6303,324.0,311.5
6330,324.0,312.0
6364,324.0,312.0
6393,324.5,311.5
6424,324.5,311.5
6454,324.5,312.0
6485,325.0,311.5
6516,325.0,312.0
6564,326.0,311.5
6595,326.5,311.5
6626,326.5,311.0
6655,326.5,311.0
6704,326.5,311.0
6733,327.0,312.0
6767,327.0,312.0
6797,325.0,312.5
6826,325.5,312.0
6858,328.0,310.5
6888,329.0,309.0
6919,329.5,308.5
6967,331.0,306.0
6999,331.5,304.0
7029,331.0,303.0
7061,330.5,301.0
7093,331.5,301.5
7138,331.5,300.5
7169,330.5,299.5
