n,x,y,lx,ly,rx,ry
11371,224.5,242.0,195,239,254,245
11402,224.0,241.0,195,238,253,244
11434,224.0,240.5,195,237,253,244
11479,224.0,240.0,195,237,253,243
11510,223.5,238.5,194,235,253,242
11541,223.0,239.0,194,235,252,243
11572,222.5,237.5,193,234,252,241
11604,222.5,237.5,193,234,252,241
11635,222.0,237.5,193,234,251,241
11681,221.0,237.5,192,234,250,241
11745,221.0,237.5,192,234,250,241
11776,220.5,237.5,191,234,250,241
11806,220.5,237.5,191,234,250,241
11837,220.5,237.5,191,234,250,241
11870,221.0,238.0,192,235,250,241
11902,221.0,238.0,192,235,250,241
11934,223.0,237.5,194,234,252,241
11966,224.5,237.5,195,234,254,241
11995,224.5,237.5,195,234,254,241
12026,226.5,237.5,197,234,256,241
12045,229.5,237.5,200,234,259,241
12087,237.0,236.5,208,233,266,240
12118,241.0,235.5,212,232,270,239
12150,245.0,235.5,216,232,274,239
12180,248.5,235.0,219,231,278,239
12212,252.0,235.0,223,231,281,239
12243,255.0,234.0,226,231,284,237
12272,258.0,234.0,229,231,287,237
12304,261.0,234.0,232,231,290,237
12351,263.5,233.5,235,230,292,237
12384,265.5,233.0,237,230,294,236
12414,266.0,233.0,237,230,295,236
12446,267.5,233.5,239,231,296,236
12476,272.0,237.0,246,236,298,238
12508,273.0,236.0,246,235,300,237
12538,274.5,235.0,247,235,302,235
12568,275.0,234.5,247,234,303,235
12602,275.5,234.0,248,233,303,235
12648,276.5,234.5,249,234,304,235
12679,276.0,235.0,248,234,304,236
12710,276.0,236.0,248,235,304,237
12787,276.0,236.0,248,235,304,237
12819,276.0,236.5,248,236,304,237
12849,276.0,236.5,248,236,304,237
12882,276.0,236.5,248,236,304,237
12911,276.5,235.5,249,235,304,236
12943,276.0,235.5,249,235,303,236
12973,276.0,234.5,249,234,303,235
13005,276.0,234.5,249,234,303,235
13034,276.0,234.0,249,234,303,234
13066,276.0,234.0,249,234,303,234
13097,276.0,234.0,249,234,303,234
13128,276.0,234.0,249,234,303,234
13159,276.0,234.0,249,234,303,234
13190,275.5,234.0,249,234,302,234
13220,275.0,234.0,248,234,302,234
13253,275.0,234.0,248,234,302,234
13283,276.0,234.0,249,234,303,234
13314,276.0,234.0,249,234,303,234
13345,276.0,234.0,249,234,303,234
13377,276.0,234.0,249,234,303,234
13409,276.0,234.0,249,234,303,234
13439,276.0,234.0,249,234,303,234
13470,276.0,234.0,249,234,303,234
13501,276.0,234.0,249,234,303,234
13531,276.0,234.0,249,234,303,234
13562,276.0,234.0,249,234,303,234
13611,276.0,234.0,249,234,303,234
13655,276.0,234.0,249,234,303,234
13685,276.0,234.0,249,234,303,234
13718,276.0,234.0,249,234,303,234
13754,276.0,234.0,249,234,303,234
13798,277.0,233.0,250,233,304,233
13845,277.5,232.0,251,232,304,232
13875,278.5,231.0,252,232,305,230
13907,279.5,229.5,253,230,306,229
13938,281.0,228.0,254,227,308,229
13970,284.0,229.0,257,230,311,228
14000,286.0,227.0,259,227,313,227
14033,289.0,227.0,263,227,315,227
14063,291.0,227.5,265,227,317,228
14095,294.0,227.5,268,226,320,229
14124,296.5,227.0,270,227,323,227
14156,298.0,227.5,272,227,324,228
14185,300.5,228.0,274,229,327,227
14217,303.5,228.0,278,228,329,228
14250,305.0,228.5,279,228,331,229
14280,306.0,228.0,280,229,332,227
14312,308.0,228.0,283,228,333,228
14342,310.0,228.0,284,229,336,227
14374,311.5,228.0,285,229,338,227
14406,313.5,228.0,287,229,340,227
14437,315.0,228.5,288,230,342,227
14484,316.5,229.0,290,231,343,227
14515,318.0,229.5,291,231,345,228
14546,320.0,230.0,293,231,347,229
14577,321.5,230.5,295,232,348,229
14609,323.0,230.5,296,232,350,229
14640,325.0,231.5,299,233,351,230
14669,326.0,232.0,300,234,352,230
14700,328.0,232.5,302,234,354,231
14731,329.5,233.0,304,235,355,231
14764,331.0,233.5,305,235,357,232
14794,333.0,234.5,307,236,359,233
14826,335.5,235.0,309,237,362,233
14889,338.0,235.5,312,237,364,234
14919,341.5,235.5,315,237,368,234
14950,345.0,236.5,319,238,371,235
14980,348.5,237.0,323,239,374,235
15013,352.0,238.5,327,240,377,237
15043,355.5,239.0,329,239,382,239
15075,358.0,239.5,333,239,383,240
15108,360.5,239.5,337,239,384,240
15136,361.5,239.0,338,238,385,240
15168,365.0,238.5,342,237,388,240
15199,365.0,239.5,341,238,389,241
15230,367.5,238.5,343,237,392,240
15262,367.0,237.5,343,236,391,239
15307,367.5,237.0,344,237,391,237
15337,367.5,235.0,345,235,390,235
15370,368.5,235.5,346,235,391,236
15415,367.0,236.0,344,236,390,236
15445,368.0,235.5,344,235,392,236
15477,368.0,233.5,345,233,391,234
15509,368.5,235.0,345,235,392,235
15542,370.0,234.0,347,234,393,234
15573,370.5,234.0,348,233,393,235
15605,371.0,236.5,348,236,394,237
15634,371.5,237.0,349,236,394,238
15665,371.5,239.0,348,238,395,240
15696,372.0,239.5,349,240,395,239
15746,371.0,240.0,348,240,394,240
15775,372.0,241.5,349,241,395,242
15807,371.5,242.0,348,242,395,242
15843,371.5,243.0,348,242,395,244
15883,370.5,243.5,347,243,394,244
15917,369.5,243.0,346,241,393,245
15946,368.0,243.5,345,242,391,245
15977,366.5,243.5,343,242,390,245
16009,366.5,243.5,344,242,389,245
16040,364.0,242.5,341,241,387,244
16072,363.5,242.0,340,241,387,243
16104,362.0,241.0,339,239,385,243
16136,361.5,241.0,338,240,385,242
16168,360.5,241.5,337,240,384,243
16217,360.0,241.0,337,240,383,242
16245,359.0,240.5,335,239,383,242
16275,358.5,239.5,335,239,382,240
16307,358.5,240.0,335,241,382,239
16337,358.5,238.5,335,241,382,236
16368,358.5,237.0,336,238,381,236
16399,361.0,236.0,339,237,383,235
16434,360.5,236.0,338,237,383,235
16462,361.0,234.0,337,236,385,232
16493,362.0,231.5,337,233,387,230
16524,363.0,230.5,338,233,388,228
16572,364.0,227.5,338,231,390,224
16604,364.0,224.5,337,228,391,221
16632,366.0,221.0,338,224,394,218
16663,367.5,217.5,340,220,395,215
16711,369.0,214.5,341,217,397,212
16742,372.5,212.5,343,214,402,211
16773,375.5,209.5,345,211,406,208
16805,379.5,206.5,349,208,410,205
16835,382.5,204.0,352,206,413,202
16866,385.5,201.0,355,203,416,199
16944,388.5,197.5,358,200,419,195
16976,391.5,195.0,361,198,422,192
17006,394.5,191.5,363,194,426,189
17037,397.5,188.5,366,191,429,186
17069,401.0,187.0,369,190,433,184
17098,404.0,185.0,371,188,437,182
17129,407.5,183.0,375,186,440,180
17162,411.5,181.0,378,184,445,178
17192,415.0,178.5,381,182,449,175
17222,419.5,177.0,385,180,454,174
17254,423.5,175.0,388,178,459,172
17284,429.0,173.0,394,176,464,170
17318,434.0,171.5,399,173,469,170
17347,438.0,170.0,402,171,474,169
17376,442.0,169.5,406,170,478,169
17406,444.0,168.5,406,169,482,168
17438,447.5,167.5,409,168,486,167
17469,450.5,166.5,412,167,489,166
17500,453.0,165.5,414,166,492,165
17532,455.0,164.0,416,165,494,163
17562,456.0,163.0,416,164,496,162
17593,457.0,162.5,417,163,497,162
17624,458.0,162.0,417,163,499,161
17672,458.5,161.5,417,162,500,161
17704,459.5,161.0,418,162,501,160
17735,459.5,161.5,417,163,502,160
17764,460.0,162.5,416,163,504,162
17793,459.0,165.5,414,168,504,163
17825,458.0,167.0,414,170,502,164
17871,456.0,167.0,413,170,499,164
17902,454.0,169.0,410,173,498,165
17933,453.0,166.0,409,169,497,163
17979,450.5,165.0,405,167,496,163
18010,449.0,164.5,404,167,494,162
18042,449.5,164.5,405,167,494,162
18072,448.5,163.5,404,167,493,160
18104,448.5,163.0,403,166,494,160
18134,447.0,162.0,401,165,493,159
18167,447.5,162.0,402,165,493,159
18195,446.5,162.0,400,164,493,160
18224,448.0,163.0,401,165,495,161
18274,447.0,163.0,400,165,494,161
18302,447.0,164.5,400,166,494,163
18332,447.5,164.0,400,165,495,163
18365,448.0,165.0,401,166,495,164
18395,448.0,165.5,401,166,495,165
18426,447.5,166.5,401,167,494,166
18456,448.5,167.0,401,167,496,167
18488,448.5,168.0,401,168,496,168
18519,448.5,168.5,402,169,495,168
18566,449.0,169.0,402,169,496,169
18597,448.5,168.5,401,169,496,168
18626,450.0,170.0,402,170,498,170
18658,450.5,171.0,402,171,499,171
18704,451.0,172.0,403,172,499,172
18737,452.0,172.0,404,172,500,172
18767,453.5,173.0,405,173,502,173
18797,453.5,172.5,405,173,502,172
18828,453.0,174.5,405,175,501,174
18859,453.0,174.5,405,175,501,174
18891,453.0,174.0,406,174,500,174
18922,452.0,174.5,405,175,499,174
18953,452.0,174.5,405,175,499,174
19000,451.0,175.0,404,176,498,174
19030,450.0,175.5,403,177,497,174
19062,449.5,176.0,403,177,496,175
19092,449.5,176.0,403,178,496,174
19139,448.5,177.0,402,179,495,175
19172,448.5,176.5,402,179,495,174
19217,448.5,177.0,402,179,495,175
19249,448.0,177.0,402,179,494,175
19281,447.5,177.5,401,180,494,175
19311,447.5,177.5,401,180,494,175
19343,447.5,177.5,401,180,494,175
19374,447.5,178.0,401,181,494,175
19405,446.5,177.5,400,180,493,175
19451,447.0,178.0,401,181,493,175
19488,446.5,178.0,400,181,493,175
19544,446.5,177.5,400,180,493,175
19578,447.0,177.0,401,179,493,175
19609,447.0,175.5,400,177,494,174
19637,447.0,174.0,400,175,494,173
19672,447.0,174.0,400,175,494,173
19715,446.5,173.5,399,175,494,172
19780,446.5,173.5,399,175,494,172
19812,446.5,174.0,399,176,494,172
19858,446.0,174.0,399,176,493,172
19888,445.5,173.5,398,175,493,172
19920,446.0,173.5,399,175,493,172
19950,446.5,173.5,399,175,494,172
19982,446.0,173.5,399,175,493,172
20012,447.5,177.0,402,180,493,174
20044,446.0,179.5,402,183,490,176
20075,445.5,179.0,402,183,489,175
20109,446.5,178.5,401,182,492,175
20156,446.0,178.0,401,181,491,175
20200,445.0,176.5,399,179,491,174
20232,444.5,177.0,398,180,491,174
20261,444.5,177.0,398,180,491,174
20292,444.5,177.0,398,180,491,174
20323,444.0,177.5,398,180,490,175
20353,443.5,177.0,397,180,490,174
20400,444.5,177.5,398,181,491,174
20432,443.5,177.5,397,181,490,174
20462,443.0,178.0,397,181,489,175
20492,443.0,177.5,397,181,489,174
20523,443.0,177.5,397,181,489,174
20554,442.5,177.5,396,181,489,174
20584,442.5,178.0,396,181,489,175
20616,442.5,177.5,396,181,489,174
20646,442.5,178.0,396,181,489,175
20692,442.5,177.5,396,181,489,174
20722,442.5,177.5,396,181,489,174
20755,442.5,177.5,396,181,489,174
20785,442.5,177.5,396,181,489,174
20830,442.0,177.5,396,181,488,174
20864,441.5,177.5,395,181,488,174
20893,441.5,177.5,395,181,488,174
20926,441.5,177.5,395,181,488,174
20958,441.5,178.0,395,182,488,174
20991,441.0,178.0,395,182,487,174
21052,441.0,178.0,395,182,487,174
21081,441.0,178.0,395,181,487,175
21114,441.0,177.5,395,181,487,174
21144,441.0,178.0,395,181,487,175
21175,441.5,178.0,396,182,487,174
21206,442.0,177.5,396,181,488,174
21238,442.0,177.5,396,181,488,174
21298,443.5,175.0,397,177,490,173
21328,444.0,175.5,397,178,491,173
21360,443.5,175.0,397,177,490,173
21391,444.0,175.0,397,177,491,173
21422,444.0,174.5,397,176,491,173
21456,444.5,174.5,398,176,491,173
21485,444.5,174.0,397,176,492,172
21517,444.0,175.0,397,177,491,173
21548,443.5,176.5,397,179,490,174
21578,442.5,177.0,396,180,489,174
21611,443.0,177.0,397,180,489,174
21643,442.5,177.5,396,180,489,175
21687,442.0,177.5,396,181,488,174
21718,442.0,177.5,396,181,488,174
21750,442.5,178.0,396,181,489,175
21781,442.0,178.0,396,181,488,175
21811,442.5,177.5,396,181,489,174
21843,442.0,178.0,396,181,488,175
21873,442.0,178.0,396,181,488,175
21905,442.0,178.5,396,182,488,175
21935,441.5,178.5,395,182,488,175
21967,441.5,178.5,395,182,488,175
21997,441.0,178.5,395,182,487,175
22028,441.5,178.5,395,182,488,175
22091,441.0,178.5,395,182,487,175
22122,441.0,178.5,395,182,487,175
22154,441.0,178.5,395,182,487,175
22184,441.0,178.5,395,182,487,175
22215,440.5,178.5,395,182,486,175
22247,440.5,178.5,394,182,487,175
22280,440.0,178.5,394,182,486,175
22324,439.5,178.5,393,182,486,175
22355,439.5,178.5,394,182,485,175
22385,440.0,178.5,394,182,486,175
22419,440.0,178.5,394,182,486,175
22465,439.5,178.5,393,182,486,175
22510,440.0,178.5,394,182,486,175
22561,440.0,178.5,394,182,486,175
22599,440.5,179.0,395,183,486,175
22633,440.5,178.5,395,182,486,175
22663,440.0,178.5,394,182,486,175
22693,440.5,178.5,395,182,486,175
22725,440.0,178.5,394,182,486,175
22759,440.5,178.5,395,182,486,175
22787,440.0,178.5,394,182,486,175
22817,440.0,178.5,394,182,486,175
22850,440.0,178.5,394,182,486,175
22880,440.0,178.0,394,182,486,174
22915,440.5,177.0,394,180,487,174
22961,443.5,173.5,397,175,490,172
23006,445.5,170.5,398,173,493,168
23069,448.0,170.0,401,173,495,167
23099,452.0,166.0,405,169,499,163
23162,453.5,167.0,407,171,500,163
23240,455.5,165.5,409,169,502,162
23270,458.5,165.5,412,169,505,162
23302,459.5,165.5,413,169,506,162
23333,461.5,165.5,415,169,508,162
23364,462.5,165.0,416,168,509,162
23394,463.5,165.0,417,168,510,162
23424,464.0,165.5,418,168,510,163
23456,464.0,165.0,418,168,510,162
23486,464.5,165.0,418,168,511,162
23518,464.5,165.0,418,168,511,162
23550,465.5,165.0,419,168,512,162
23582,465.5,164.5,419,167,512,162
23613,465.5,164.5,419,167,512,162
23645,466.0,165.0,420,168,512,162
23675,466.0,165.0,420,168,512,162
23706,466.0,165.5,420,168,512,163
23740,466.0,165.0,420,168,512,162
23784,466.5,165.5,420,168,513,163
23815,465.5,165.5,419,168,512,163
23847,466.0,166.0,420,169,512,163
23879,465.5,166.0,419,169,512,163
23910,466.0,165.5,420,168,512,163
23939,465.5,165.5,419,168,512,163
23988,467.0,166.0,421,169,513,163
24033,466.5,166.0,420,169,513,163
24064,466.5,166.0,420,169,513,163
24094,466.5,166.0,420,169,513,163
24126,466.5,166.0,420,169,513,163
24155,466.5,165.5,420,168,513,163
24186,466.5,165.5,420,168,513,163
24218,466.0,166.0,420,169,512,163
24250,465.0,166.0,419,169,511,163
24280,463.5,167.0,417,170,510,164
24311,463.5,167.0,417,170,510,164
24343,463.0,167.0,417,170,509,164
24373,462.5,167.0,416,170,509,164
24405,461.5,166.5,415,169,508,164
24436,461.5,166.5,415,169,508,164
24467,461.5,166.5,415,169,508,164
24502,461.5,167.0,415,170,508,164
24588,461.0,168.0,415,171,507,165
24636,461.0,167.5,415,170,507,165
24684,459.0,169.0,413,172,505,166
24713,458.5,168.5,412,171,505,166
24744,458.0,168.5,412,171,504,166
24792,457.5,168.5,411,171,504,166
24822,457.0,168.5,411,171,503,166
24855,456.5,168.5,410,171,503,166
24905,455.5,169.0,410,172,501,166
24947,455.0,168.5,409,171,501,166
24999,455.0,168.5,409,171,501,166
25039,454.0,169.0,408,172,500,166
25071,452.5,169.5,407,172,498,167
25287,452.5,170.0,407,173,498,167
25378,450.5,170.5,405,173,496,168
25488,450.5,170.5,405,173,496,168
25654,449.0,172.5,404,176,494,169
25721,446.0,169.5,403,171,489,168
25848,442.5,169.5,400,170,485,169
25984,443.0,168.5,402,169,484,168
26158,443.0,171.0,402,171,484,171
26199,445.0,172.5,405,173,485,172
26243,445.0,172.5,405,173,485,172
26286,445.5,172.0,405,173,486,171
26322,447.0,172.0,407,173,487,171
26355,448.0,171.5,407,172,489,171
26385,448.5,172.5,408,173,489,172
26417,448.5,172.0,408,172,489,172
26448,448.5,172.5,408,173,489,172
26478,448.5,171.0,408,171,489,171
26509,449.0,171.0,408,171,490,171
26541,449.5,170.5,409,171,490,170
26587,449.0,170.5,408,170,490,171
26618,450.0,171.0,409,171,491,171
26649,449.5,171.0,409,171,490,171
26682,450.0,171.0,409,171,491,171
26713,450.5,171.0,409,171,492,171
26747,451.0,170.5,410,171,492,170
26793,451.5,170.5,411,171,492,170
26824,452.0,171.0,411,171,493,171
26870,453.0,171.0,412,171,494,171
26902,454.0,170.5,414,171,494,170
