n,x,y,lx,ly,rx,ry
623,302.5,117.5,271,119,334,116
672,302.5,118.5,271,120,334,117
702,302.0,118.5,271,120,333,117
733,302.0,118.5,270,120,334,117
763,302.5,118.0,271,119,334,117
794,302.5,117.5,271,119,334,116
826,302.5,117.5,271,119,334,116
855,303.5,118.0,273,119,334,117
886,304.5,120.5,275,121,334,120
933,305.0,120.0,276,121,334,119
963,305.5,119.5,276,120,335,119
994,304.5,118.5,275,119,334,118
1026,305.0,118.5,275,119,335,118
1056,305.5,118.0,275,119,336,117
1088,305.5,118.0,275,119,336,117
1118,305.5,118.0,274,119,337,117
1151,306.0,117.5,275,118,337,117
1183,306.5,118.0,276,119,337,117
1229,306.5,118.0,276,119,337,117
1259,306.0,118.5,275,119,337,118
1289,306.5,118.5,275,119,338,118
1319,307.0,118.5,276,119,338,118
1351,306.5,118.5,275,119,338,118
1382,306.5,118.5,275,119,338,118
1414,308.0,118.5,277,119,339,118
1445,307.5,120.0,279,120,336,120
1476,308.0,121.5,279,121,337,122
1522,309.5,121.0,280,121,339,121
1552,309.0,119.5,280,120,338,119
1584,309.0,119.0,279,119,339,119
1633,310.0,118.5,279,119,341,118
1663,310.0,119.0,279,119,341,119
1695,310.5,118.5,280,119,341,118
1725,310.5,118.5,280,119,341,118
1755,310.5,118.5,279,119,342,118
1787,310.0,118.5,279,119,341,118
1819,310.5,118.5,279,119,342,118
1851,310.5,118.5,279,119,342,118
1882,310.5,118.5,279,119,342,118
1912,310.5,118.5,279,119,342,118
1944,311.0,118.5,280,119,342,118
1975,311.5,118.5,280,119,343,118
2008,311.0,118.5,280,119,342,118
2053,310.5,119.0,279,119,342,119
2085,310.5,119.0,279,119,342,119
2116,310.5,119.0,279,120,342,118
2147,310.5,118.5,279,119,342,118
2179,310.0,118.5,279,119,341,118
2231,310.5,118.5,279,119,342,118
2273,310.0,118.5,279,119,341,118
2303,310.5,118.5,279,119,342,118
2335,310.5,118.5,279,119,342,118
2369,310.0,118.5,278,119,342,118
2399,310.0,118.5,278,119,342,118
2433,310.5,118.5,279,119,342,118
2464,310.0,118.5,278,119,342,118
2495,310.5,118.5,279,119,342,118
2525,310.5,118.5,279,119,342,118
2555,309.5,118.5,278,119,341,118
2586,310.5,119.0,279,119,342,119
2617,310.5,118.5,279,119,342,118
2649,310.5,118.5,279,119,342,118
2681,311.0,118.5,280,119,342,118
2712,311.5,119.0,280,120,343,118
2742,311.5,118.5,280,119,343,118
2792,311.5,118.5,280,119,343,118
2823,312.0,118.5,281,119,343,118
2854,311.5,119.0,280,119,343,119
2884,312.0,119.0,281,119,343,119
2915,312.0,119.0,281,119,343,119
2962,312.5,119.0,281,119,344,119
2993,312.0,119.0,281,119,343,119
3023,312.0,119.0,281,119,343,119
3052,312.0,119.0,281,119,343,119
3085,312.0,119.0,281,119,343,119
3117,311.5,119.0,280,119,343,119
3146,311.5,119.0,280,119,343,119
3177,311.5,119.0,280,119,343,119
3208,311.5,119.0,280,120,343,118
3240,311.5,119.0,280,120,343,118
3270,312.5,119.0,281,119,344,119
3317,311.5,119.0,280,119,343,119
3349,312.0,118.5,281,119,343,118
3380,312.0,119.0,281,119,343,119
3427,312.0,119.0,281,119,343,119
3459,312.0,119.0,281,119,343,119
3491,312.0,119.0,281,119,343,119
3519,312.0,119.0,281,119,343,119
3551,312.0,119.0,281,119,343,119
3583,312.5,119.0,281,119,344,119
3613,313.0,119.5,282,120,344,119
3643,312.5,119.0,281,119,344,119
3675,313.0,119.0,282,119,344,119
3706,312.0,119.0,281,119,343,119
3754,312.0,119.0,281,119,343,119
3785,312.5,119.0,281,119,344,119
3816,312.5,119.0,281,119,344,119
3847,313.0,119.0,282,119,344,119
3877,312.5,119.0,281,119,344,119
3909,312.0,119.0,281,119,343,119
3940,312.5,119.5,282,120,343,119
3988,312.0,119.5,281,120,343,119
4022,312.5,119.0,282,119,343,119
4065,312.5,119.0,281,119,344,119
4098,312.5,119.0,282,119,343,119
4130,312.5,119.5,282,120,343,119
4190,312.5,119.0,281,119,344,119
