n,x,y
623,302.5,117.5
672,302.5,118.5
702,302.0,118.5
733,302.0,118.5
763,302.5,118.0
794,302.5,117.5
826,302.5,117.5
855,303.5,118.0
886,304.5,120.5
933,305.0,120.0
963,305.5,119.5
994,304.5,118.5
1026,305.0,118.5
1056,305.5,118.0
1088,305.5,118.0
1118,305.5,118.0
1151,306.0,117.5
1183,306.5,118.0
1229,306.5,118.0
1259,306.0,118.5
1289,306.5,118.5
1319,307.0,118.5
1351,306.5,118.5
1382,306.5,118.5
1414,308.0,118.5
1445,307.5,120.0
1476,308.0,121.5
1522,309.5,121.0
1552,309.0,119.5
1584,309.0,119.0
1633,310.0,118.5
1663,310.0,119.0
1695,310.5,118.5
1725,310.5,118.5
1755,310.5,118.5
1787,310.0,118.5
1819,310.5,118.5
1851,310.5,118.5
1882,310.5,118.5
1912,310.5,118.5
1944,311.0,118.5
1975,311.5,118.5
2008,311.0,118.5
2053,310.5,119.0
2085,310.5,119.0
2116,310.5,119.0
2147,310.5,118.5
2179,310.0,118.5
2231,310.5,118.5
2273,310.0,118.5
2303,310.5,118.5
2335,310.5,118.5
2369,310.0,118.5
2399,310.0,118.5
2433,310.5,118.5
2464,310.0,118.5
2495,310.5,118.5
2525,310.5,118.5
2555,309.5,118.5
2586,310.5,119.0
2617,310.5,118.5
2649,310.5,118.5
2681,311.0,118.5
2712,311.5,119.0
2742,311.5,118.5
2792,311.5,118.5
2823,312.0,118.5
2854,311.5,119.0
2884,312.0,119.0
2915,312.0,119.0
2962,312.5,119.0
2993,312.0,119.0
3023,312.0,119.0
3052,312.0,119.0
3085,312.0,119.0
3117,311.5,119.0
3146,311.5,119.0
3177,311.5,119.0
3208,311.5,119.0
3240,311.5,119.0
3270,312.5,119.0
3317,311.5,119.0
3349,312.0,118.5
3380,312.0,119.0
3427,312.0,119.0
3459,312.0,119.0
3491,312.0,119.0
3519,312.0,119.0
3551,312.0,119.0
3583,312.5,119.0
3613,313.0,119.5
3643,312.5,119.0
3675,313.0,119.0
3706,312.0,119.0
3754,312.0,119.0
3785,312.5,119.0
3816,312.5,119.0
3847,313.0,119.0
3877,312.5,119.0
3909,312.0,119.0
3940,312.5,119.5
3988,312.0,119.5
4022,312.5,119.0
4065,312.5,119.0
4098,312.5,119.0
4130,312.5,119.5
4190,312.5,119.0
4221,313.0,119.0
4250,313.0,119.5
4283,312.5,119.5
4313,313.0,119.0
4344,313.0,119.5
4375,313.0,119.0
4407,313.0,119.5
4438,313.0,119.0
4469,313.0,119.5
4500,313.0,119.5
4531,313.0,119.0
4563,313.0,120.0
4622,313.0,119.5
4653,313.0,119.5
4685,313.0,119.5
4716,313.0,120.0
4748,313.5,119.5
4778,313.0,119.5
4809,313.0,119.5
4839,313.0,120.0
4870,313.0,119.0
4901,313.5,119.5
4935,313.5,119.5
4968,313.0,120.0
5013,313.5,119.5
5043,313.5,119.5
5075,313.5,119.5
5107,313.5,119.5
5136,313.5,120.0
5168,314.0,119.5
5200,313.5,119.5
5231,314.0,119.0
5262,313.5,119.5
5294,313.5,119.5
5324,314.0,119.5
5371,313.0,121.0
5401,314.0,121.0
5450,313.5,120.0
5483,313.5,119.5
5513,313.5,119.5
5544,314.0,119.5
5577,313.5,120.0
5609,313.5,119.5
5639,314.0,119.5
5669,313.5,119.5
5701,313.5,119.5
5734,313.5,119.5
5762,313.5,119.5
5809,313.5,119.5
5840,313.5,119.5
5890,313.5,119.0
5918,313.5,119.5
5951,313.5,119.5
5983,313.5,119.5
6015,313.5,119.5
6048,313.5,119.5
6078,313.0,120.0
6109,313.5,120.0
6142,313.5,119.5
6172,313.0,119.0
6202,313.0,119.5
6234,313.0,119.5
6265,313.0,119.0
6312,313.5,119.5
6343,313.5,119.0
6374,313.0,120.0
6405,313.5,120.0
6435,313.5,120.0
6467,313.5,119.5
6497,313.5,120.0
6527,313.5,120.0
6576,313.5,119.5
6609,313.0,119.0
6637,313.5,120.0
6667,313.0,119.5
6715,313.5,119.0
6748,313.0,120.0
6811,313.0,119.5
6839,313.0,120.0
6869,312.5,120.0
6902,313.0,120.0
6934,313.0,119.5
6966,313.0,119.5
6997,312.5,119.5
7028,312.0,119.5
7059,312.0,119.5
7091,312.5,119.5
7124,313.0,120.0
7154,312.5,119.5
7185,313.0,120.0
7217,313.0,120.0
7248,313.5,119.5
7278,313.5,120.0
7309,313.5,120.0
7340,313.5,120.0
7371,313.5,119.5
7401,313.5,119.5
7433,313.5,120.0
7465,313.0,120.0
7495,313.5,120.0
7544,313.5,119.5
7573,313.5,119.5
7605,313.5,119.5
7636,313.5,119.5
7667,313.5,119.5
7704,313.5,120.0
7746,313.5,119.5
7777,313.5,120.0
7933,313.5,120.0
7967,313.5,120.0
7997,313.0,120.0
8028,313.0,119.5
8060,313.5,119.5
8091,313.5,120.0
8122,313.5,119.5
8154,313.5,119.5
8185,313.5,120.0
8201,313.0,120.0
8231,313.0,120.0
8263,313.0,119.5
8293,313.0,120.0
8325,313.0,119.5
8371,312.5,120.0
8404,312.5,120.0
8435,312.5,119.5
8466,312.5,120.0
8497,312.5,120.0
8527,312.5,120.0
8572,312.5,121.0
8603,311.5,122.5
8635,312.5,122.0
8666,312.5,120.0
8699,313.0,120.5
8727,312.5,120.5
8759,312.5,120.0
8804,312.5,120.0
8837,312.5,119.5
8883,312.5,120.0
8916,312.5,120.0
8960,312.5,120.0
8992,312.5,120.0
9024,312.5,120.0
9055,312.5,120.0
9087,312.0,120.0
9121,312.0,119.5
9164,312.5,120.0
9197,312.0,119.5
9225,311.5,120.0
9260,312.0,120.0
9304,312.0,120.0
9335,312.0,120.0
9368,312.0,120.0
9400,312.0,120.0
9430,312.5,120.0
9460,312.5,120.0
9490,312.5,120.0
9524,312.0,120.0
9553,312.0,120.0
9586,312.5,120.0
9619,312.0,120.0
9649,312.0,120.0
9680,312.0,120.5
9710,312.0,121.0
9744,312.0,121.0
9775,311.5,121.0
9805,312.0,121.0
9835,311.0,120.5
9867,311.0,120.5
9898,311.5,120.5
9930,311.0,120.5
9992,311.5,120.5
10022,310.5,120.5
10052,311.0,120.5
10085,311.0,120.5
10117,311.0,121.0
10147,311.0,120.5
10178,311.0,120.5
10209,311.0,120.5
10239,311.0,120.5
10269,311.0,121.0
10301,311.5,121.0
10333,312.5,124.0
10363,311.5,126.0
10395,311.5,124.5
10426,312.5,122.5
10459,312.0,121.0
10489,312.0,120.5
10539,312.0,121.0
10567,311.0,121.0
10600,311.5,121.0
10632,311.5,121.0
10661,311.0,120.5
10694,311.5,120.0
10738,311.0,120.5
10770,311.0,120.0
10800,311.0,120.0
10832,311.0,120.0
10863,311.5,120.0
10894,311.5,120.0
10924,311.0,120.0
10973,311.0,120.0
11082,311.0,120.5
11115,311.0,120.0
11144,311.5,120.0
11175,311.0,120.5
11206,311.5,120.0
11238,311.5,120.0
11270,311.5,120.5
11300,311.0,120.0
11331,311.5,120.0
11361,311.5,120.0
11391,311.0,120.0
11421,311.0,120.0
11453,311.0,120.5
11485,311.0,120.0
11514,311.0,120.5
11547,311.0,120.0
11577,311.0,120.5
11609,311.5,120.0
11641,311.0,120.0
11673,311.0,120.0
11704,311.0,120.0
11732,311.0,120.5
11765,311.5,120.0
11796,311.5,120.5
11826,311.5,120.5
11888,311.5,120.0
11918,311.5,120.5
11951,312.0,122.5
11983,312.5,124.5
12012,312.5,122.0
12044,312.5,120.5
12075,313.0,120.5
12106,312.5,120.5
12136,312.5,120.5
12169,312.0,120.5
12198,311.5,120.5
12228,312.0,120.0
12260,311.5,120.0
12291,311.5,120.5
12323,311.5,120.5
12356,311.0,120.5
12387,311.0,120.5
12418,311.5,120.5
12449,311.0,120.5
12482,311.0,120.5
12514,311.0,120.5
12543,311.0,121.0
12577,311.0,121.0
12605,311.0,120.5
12637,311.5,121.0
12668,312.0,121.0
12701,311.5,120.5
12731,311.0,121.0
12762,312.0,125.5
12794,312.0,127.0
12822,311.5,124.0
12854,312.0,122.5
12886,313.0,121.5
12916,312.5,121.5
12949,313.0,121.5
12995,312.5,121.5
13026,312.0,121.5
13058,312.0,121.5
13105,312.5,121.0
13136,312.0,121.0
13168,311.0,121.5
13198,311.5,120.5
13233,311.0,121.0
13275,311.5,121.5
13309,311.5,121.0
13338,311.5,121.5
13370,312.5,121.0
13401,312.5,121.0
13433,312.0,121.5
13464,312.0,121.5
13495,312.0,121.5
13541,312.0,121.5
13571,312.0,121.0
13604,312.5,121.0
13636,311.5,121.5
13668,312.5,121.5
13698,312.0,121.0
13733,312.0,121.5
13763,312.0,121.5
13792,312.5,121.0
13823,312.0,121.5
13854,312.5,121.0
13885,312.5,121.5
14165,312.0,121.0
14196,311.5,121.5
14228,312.0,121.0
14260,311.5,121.0
14291,312.5,121.0
14322,313.0,121.0
14354,312.0,121.0
14383,312.5,121.0
14416,312.5,121.0
14445,313.0,121.0
14477,312.5,121.0
14509,312.0,121.0
14539,312.5,121.0
14570,312.5,121.5
14602,313.0,122.0
14633,313.5,121.5
14664,313.5,121.5
14694,312.5,121.5
14725,313.5,121.5
14756,313.0,121.5
14788,313.0,121.5
14821,313.5,121.0
14866,313.0,121.5
14897,313.5,122.0
14929,312.0,125.5
14962,313.0,126.5
14992,314.0,125.5
15023,314.0,122.5
15056,314.0,121.5
15085,314.0,122.0
15116,314.0,121.5
15149,313.5,121.5
15195,313.5,121.0
15245,313.5,120.5
15289,313.0,120.5
15319,313.0,120.5
15351,312.5,120.5
15382,312.5,121.0
15415,313.0,120.5
15447,313.0,121.0
15480,313.0,121.0
15510,313.0,121.5
15540,313.5,122.0
15570,313.0,125.0
15600,313.5,124.5
15632,313.5,121.5
15665,313.0,121.5
15696,312.5,121.0
15726,312.5,121.0
15756,312.5,121.0
15786,312.5,121.5
15817,312.5,121.5
15848,312.5,121.0
15880,313.0,121.0
15909,313.0,121.5
15941,313.0,121.0
