n,x,y,lx,ly,rx,ry
1155,345.0,213.0,293,217,397,209
1202,345.0,212.0,294,216,396,208
1245,345.5,211.0,295,215,396,207
1293,345.5,211.0,295,215,396,207
1325,346.5,211.0,297,215,396,207
1355,346.0,211.0,295,216,397,206
1418,347.0,211.0,297,215,397,207
1466,346.0,211.0,296,215,396,207
1512,347.0,211.0,297,215,397,207
1543,346.5,211.0,297,215,396,207
1575,347.0,211.0,297,215,397,207
1619,346.5,211.0,296,215,397,207
1649,346.5,211.0,296,215,397,207
1681,346.5,210.5,297,215,396,206
1710,346.0,211.0,296,215,396,207
1743,347.0,210.5,297,215,397,206
1775,345.5,210.5,295,215,396,206
1806,346.5,211.0,297,215,396,207
1836,346.5,211.0,296,215,397,207
1867,345.0,211.0,294,215,396,207
1899,345.5,211.0,295,215,396,207
1933,347.0,211.0,297,215,397,207
1977,346.0,211.5,296,216,396,207
2025,345.5,211.5,295,216,396,207
2055,346.0,211.0,296,215,396,207
2086,344.5,211.5,293,216,396,207
2117,346.5,211.0,297,215,396,207
2147,345.5,211.0,295,215,396,207
2179,346.0,211.0,296,215,396,207
2210,345.5,211.0,295,215,396,207
2241,345.5,211.0,295,215,396,207
2271,346.0,211.0,296,215,396,207
2303,345.0,211.0,294,215,396,207
2333,345.0,211.0,295,215,395,207
2365,344.0,211.5,293,216,395,207
2396,345.5,211.0,296,215,395,207
2428,344.5,211.0,294,215,395,207
2459,345.0,211.0,295,215,395,207
2491,344.0,211.5,294,216,394,207
2567,343.5,211.0,293,215,394,207
2600,344.0,211.5,293,216,395,207
2632,343.5,211.5,293,216,394,207
2662,343.5,211.0,293,215,394,207
2693,343.5,211.0,293,215,394,207
2725,343.0,211.0,292,215,394,207
2757,343.5,211.5,293,216,394,207
2792,343.0,211.0,292,215,394,207
2834,343.5,211.0,293,215,394,207
2866,343.5,211.0,293,215,394,207
2896,343.0,211.5,292,216,394,207
2927,342.5,211.5,292,216,393,207
2957,343.0,211.5,293,216,393,207
2991,342.5,212.0,292,217,393,207
3021,342.0,211.5,291,216,393,207
3053,342.0,211.5,291,216,393,207
3082,341.5,211.5,290,216,393,207
3116,341.5,211.5,290,216,393,207
3162,342.0,211.5,291,216,393,207
3193,342.0,211.5,291,216,393,207
3224,342.0,212.0,291,216,393,208
3254,341.5,211.5,290,216,393,207
3285,341.0,211.5,290,216,392,207
3318,341.5,211.5,290,216,393,207
3346,340.5,212.0,289,216,392,208
3379,340.5,211.5,289,216,392,207
3410,340.5,212.0,289,216,392,208
3441,340.0,212.0,288,216,392,208
3471,340.0,212.0,288,216,392,208
3504,340.5,212.0,289,216,392,208
3536,340.0,212.0,288,216,392,208
3595,340.0,212.5,288,217,392,208
3627,340.5,212.5,289,217,392,208
3658,340.0,212.5,288,217,392,208
3691,339.5,212.5,287,217,392,208
3720,340.0,212.5,288,217,392,208
3754,340.0,212.5,288,217,392,208
3783,339.5,212.5,287,217,392,208
3815,340.0,212.5,288,217,392,208
3845,340.0,212.5,288,217,392,208
3877,340.0,212.0,288,216,392,208
3908,340.0,212.5,288,217,392,208
3940,340.0,212.5,288,217,392,208
3970,340.0,212.0,288,216,392,208
4002,340.0,212.5,288,216,392,209
4023,340.0,212.5,288,217,392,208
4066,340.0,213.0,288,217,392,209
4096,340.5,213.0,288,217,393,209
4126,340.5,213.0,288,217,393,209
4158,340.5,213.0,288,217,393,209
4190,340.5,213.0,288,217,393,209
4220,340.5,213.0,288,217,393,209
4253,341.0,213.0,289,217,393,209
4298,341.0,213.0,289,217,393,209
4329,341.0,213.0,289,217,393,209
4358,340.5,213.0,288,217,393,209
4390,341.5,213.0,289,217,394,209
4419,341.5,212.5,289,216,394,209
4451,341.5,213.0,289,217,394,209
4483,342.0,213.0,290,217,394,209
4516,341.5,213.0,289,217,394,209
4547,342.0,213.0,290,217,394,209
4577,343.0,213.0,291,217,395,209
4607,343.0,213.0,291,217,395,209
4657,342.5,213.5,290,217,395,210
4701,343.0,213.5,291,217,395,210
4733,343.0,213.5,290,217,396,210
4765,343.0,213.5,290,217,396,210
4797,343.5,213.5,291,217,396,210
4826,344.0,213.5,292,217,396,210
4858,344.0,213.5,292,217,396,210
4891,343.5,213.5,291,217,396,210
4922,344.5,213.5,292,217,397,210
4952,344.5,213.5,292,217,397,210
4985,344.5,213.5,292,217,397,210
5015,345.0,213.5,293,217,397,210
5045,345.0,213.0,293,216,397,210
5079,345.0,213.0,293,216,397,210
5124,345.0,213.5,293,217,397,210
5155,345.5,214.0,293,217,398,211
5187,346.0,213.0,294,216,398,210
5217,345.0,213.0,293,216,397,210
5249,345.5,214.0,293,217,398,211
5281,346.0,214.0,294,217,398,211
5313,346.0,214.0,294,217,398,211
5343,346.5,213.5,294,216,399,211
5375,346.0,213.5,294,216,398,211
5405,346.5,214.0,294,217,399,211
5435,346.5,214.0,294,217,399,211
5465,346.5,214.0,295,217,398,211
5512,345.5,214.0,293,217,398,211
5545,346.5,214.0,294,217,399,211
5577,346.5,214.0,294,217,399,211
5638,346.5,214.5,294,217,399,212
5669,346.0,214.5,294,217,398,212
5700,346.0,214.5,294,217,398,212
5731,346.5,214.5,294,217,399,212
5760,346.5,214.0,295,217,398,211
5793,347.0,214.0,295,217,399,211
5825,347.0,214.5,295,217,399,212
5856,347.0,214.0,295,217,399,211
5887,347.0,214.0,295,217,399,211
5918,347.0,214.5,295,217,399,212
5949,347.0,214.0,295,217,399,211
5996,347.0,214.0,295,217,399,211
