n,x,y,lx,ly,rx,ry
13023,319.5,206.5,290,208,349,205
13071,320.0,206.5,291,208,349,205
13103,320.0,206.5,291,208,349,205
13133,319.5,206.5,290,208,349,205
13165,319.5,207.0,290,209,349,205
13195,320.0,206.5,291,208,349,205
13242,320.0,206.5,291,208,349,205
13273,320.0,206.5,290,208,350,205
13306,320.5,207.0,291,209,350,205
13335,319.5,206.5,290,208,349,205
13367,320.0,206.0,291,208,349,204
13399,320.5,206.5,291,208,350,205
13430,320.5,206.5,291,208,350,205
13461,320.5,206.5,291,208,350,205
13490,320.0,206.5,291,208,349,205
13537,320.0,206.0,291,208,349,204
13570,320.5,206.5,291,208,350,205
13601,319.5,206.0,290,208,349,204
13632,319.5,205.5,290,207,349,204
13662,320.0,206.0,290,208,350,204
13695,320.0,206.0,291,208,349,204
13725,319.5,206.0,290,208,349,204
13756,320.0,206.0,291,208,349,204
13787,320.0,206.5,291,208,349,205
13819,320.5,206.5,291,208,350,205
13851,320.0,206.5,291,208,349,205
13897,320.5,206.5,291,208,350,205
13928,320.5,206.0,291,208,350,204
13977,320.0,206.0,291,208,349,204
14007,320.5,206.5,291,208,350,205
14036,320.5,206.5,291,208,350,205
14068,320.5,206.0,291,208,350,204
14099,320.5,206.5,291,208,350,205
14130,320.0,206.0,291,208,349,204
14162,320.0,206.0,291,208,349,204
14193,319.5,206.5,290,208,349,205
14224,320.0,206.5,290,208,350,205
14254,320.0,206.5,291,208,349,205
14286,319.5,206.5,290,208,349,205
14317,320.0,206.0,291,208,349,204
14350,319.5,206.0,290,208,349,204
14400,320.0,206.0,291,208,349,204
14444,320.0,206.0,291,208,349,204
14474,319.5,206.0,290,208,349,204
14504,319.5,206.0,290,208,349,204
14536,319.5,207.0,290,209,349,205
14568,319.5,206.5,290,208,349,205
14598,320.5,207.0,291,209,350,205
14628,319.5,207.0,290,209,349,205
14660,320.0,206.5,291,208,349,205
14691,320.5,206.5,291,208,350,205
14720,320.5,206.5,291,208,350,205
14752,320.5,206.5,291,208,350,205
14784,320.0,206.5,291,208,349,205
14831,320.0,206.5,291,208,349,205
14862,320.0,207.5,290,209,350,206
14893,319.0,209.5,290,211,348,208
14923,319.0,209.0,290,210,348,208
14969,319.5,208.0,290,209,349,207
15000,320.0,207.5,290,209,350,206
15036,320.5,207.5,291,209,350,206
15078,320.0,206.5,291,208,349,205
15110,319.5,207.0,290,209,349,205
15142,319.5,206.5,290,208,349,205
15172,320.0,206.5,291,208,349,205
15203,319.5,206.5,290,208,349,205
15234,319.5,206.5,290,208,349,205
15267,319.5,206.5,290,208,349,205
15296,319.5,206.5,290,208,349,205
15328,319.5,206.5,290,208,349,205
15359,319.5,206.5,290,208,349,205
15387,319.5,206.5,290,208,349,205
15419,319.5,206.5,290,208,349,205
15465,319.5,207.0,290,209,349,205
15498,320.0,206.5,291,208,349,205
15527,319.5,206.5,290,208,349,205
15559,320.0,207.0,291,209,349,205
15588,320.0,206.0,291,208,349,204
15620,320.0,207.0,291,209,349,205
15668,320.0,206.5,291,208,349,205
15700,320.0,206.5,291,208,349,205
15730,320.0,206.5,291,208,349,205
15760,320.0,206.5,290,208,350,205
15791,320.5,206.5,291,208,350,205
15824,320.0,206.0,291,208,349,204
15853,320.0,206.0,290,208,350,204
15884,320.0,206.0,291,208,349,204
15915,320.5,206.0,291,208,350,204
15978,320.5,206.0,291,208,350,204
16008,320.5,206.0,291,208,350,204
16039,319.5,206.0,290,208,349,204
16069,320.5,206.0,291,208,350,204
16100,319.5,206.0,290,208,349,204
16132,320.0,206.0,291,208,349,204
16167,319.5,206.0,290,208,349,204
16196,320.0,206.0,290,208,350,204
16226,319.5,206.0,290,208,349,204
16257,319.5,206.0,290,208,349,204
16287,319.5,206.0,290,208,349,204
16319,320.0,205.5,291,207,349,204
16352,319.5,206.0,290,208,349,204
16383,320.0,205.5,291,207,349,204
16412,320.5,205.5,291,207,350,204
16442,320.5,205.5,291,207,350,204
16475,320.5,205.5,291,207,350,204
16538,320.0,206.0,290,208,350,204
16568,320.0,206.0,291,208,349,204
16600,320.5,205.5,291,207,350,204
16632,320.0,205.5,290,207,350,204
16661,320.0,206.0,290,208,350,204
16693,320.5,205.5,291,207,350,204
16724,320.5,205.5,291,207,350,204
16754,320.0,205.5,291,207,349,204
16784,320.0,205.0,290,207,350,203
16816,320.0,205.0,290,207,350,203
16846,320.5,205.5,291,207,350,204
16880,319.5,205.5,290,207,349,204
16939,320.0,205.5,290,207,350,204
16971,319.5,205.0,290,207,349,203
17002,319.5,205.5,290,207,349,204
17033,319.5,206.0,290,208,349,204
17067,319.5,205.5,290,207,349,204
17109,319.5,205.0,290,207,349,203
17140,319.5,205.5,290,207,349,204
17171,319.5,205.5,290,207,349,204
17200,319.5,205.5,290,207,349,204
17234,320.0,205.5,291,207,349,204
17265,319.5,205.5,290,207,349,204
17295,319.5,205.0,290,207,349,203
17326,319.5,205.5,290,207,349,204
17357,319.5,206.0,290,208,349,204
17388,319.5,205.0,290,207,349,203
17419,319.5,205.5,290,207,349,204
17451,319.5,205.5,290,207,349,204
17482,320.0,205.0,291,207,349,203
17513,319.5,205.5,290,207,349,204
17561,319.5,205.5,290,207,349,204
17592,320.5,205.5,291,207,350,204
17622,319.5,205.5,290,207,349,204
17654,319.5,205.5,290,207,349,204
17685,319.5,205.5,290,207,349,204
17716,319.5,205.0,290,207,349,203
17748,319.5,205.0,290,207,349,203
17794,319.5,205.5,290,207,349,204
17825,319.5,205.0,290,207,349,203
17857,319.0,205.5,289,207,349,204
17888,319.5,205.0,290,207,349,203
17920,319.0,206.0,289,208,349,204
17952,319.0,205.5,289,207,349,204
17985,319.0,205.5,289,207,349,204
18029,319.5,205.5,290,207,349,204
18061,319.0,205.5,289,207,349,204
18092,319.5,205.0,290,206,349,204
18122,319.5,205.5,290,207,349,204
18151,319.5,205.5,290,207,349,204
18182,320.0,205.5,290,207,350,204
18232,320.0,205.5,290,207,350,204
18261,320.0,205.0,290,206,350,204
18293,320.0,205.5,290,207,350,204
18322,319.5,205.5,290,207,349,204
18353,319.5,205.0,290,206,349,204
18384,319.5,205.0,290,207,349,203
18415,320.0,205.5,290,207,350,204
18449,320.0,205.0,290,207,350,203
18479,319.5,204.5,290,206,349,203
18510,319.5,205.0,290,206,349,204
18540,320.0,205.0,290,206,350,204
18572,319.0,204.5,289,206,349,203
18618,319.5,204.5,290,206,349,203
18649,319.0,204.5,289,206,349,203
18695,319.0,204.5,289,206,349,203
18728,319.0,204.5,289,206,349,203
18755,319.0,204.5,289,206,349,203
18790,319.0,205.0,289,206,349,204
18820,319.0,204.5,289,206,349,203
18850,319.0,204.5,289,206,349,203
18883,319.0,205.0,289,207,349,203
18913,319.5,205.0,290,207,349,203
18944,319.0,205.0,289,207,349,203
18976,319.5,205.0,290,207,349,203
19008,320.0,205.0,290,207,350,203
19052,320.0,205.0,290,207,350,203
19084,320.0,204.5,290,206,350,203
19115,320.0,205.0,290,207,350,203
19147,320.0,204.5,290,206,350,203
19178,320.0,205.0,290,207,350,203
19225,320.0,204.5,290,206,350,203
19257,320.0,205.0,290,207,350,203
19286,320.0,204.5,290,206,350,203
19317,320.0,204.5,290,206,350,203
19350,320.0,205.0,290,207,350,203
19381,320.5,203.5,291,205,350,202
19412,320.5,204.0,291,206,350,202
19443,320.0,204.0,290,206,350,202
19490,320.0,203.5,290,205,350,202
19522,320.5,204.0,291,206,350,202
19553,320.5,203.5,291,205,350,202
19584,320.0,204.0,290,206,350,202
19615,319.5,203.5,290,205,349,202
19648,320.0,203.5,290,205,350,202
19680,320.5,204.0,291,206,350,202
19710,320.0,203.5,290,205,350,202
19759,320.0,204.0,290,206,350,202
19805,320.0,203.5,290,205,350,202
19834,320.0,204.0,290,206,350,202
19867,320.0,204.0,290,206,350,202
19911,320.0,204.0,290,206,350,202
19942,320.0,204.0,290,206,350,202
19973,320.5,204.0,291,206,350,202
20003,320.5,204.0,291,206,350,202
20036,319.5,204.0,290,206,349,202
20067,320.0,204.0,291,206,349,202
20099,320.0,204.5,290,207,350,202
20130,320.5,205.5,291,207,350,204
20161,320.0,207.5,290,208,350,207
20192,319.5,208.0,290,209,349,207
20224,320.0,207.0,290,208,350,206
20255,320.5,205.5,291,207,350,204
20285,319.5,205.0,290,207,349,203
20316,319.5,204.5,290,207,349,202
20349,319.5,204.5,290,207,349,202
20381,319.0,204.5,289,207,349,202
20411,319.5,204.0,290,206,349,202
20442,319.5,204.5,290,207,349,202
20473,319.5,204.5,290,207,349,202
20520,319.5,204.0,290,206,349,202
20553,319.5,204.5,290,207,349,202
20583,320.0,204.0,290,206,350,202
20614,320.0,204.0,290,206,350,202
20646,320.5,204.5,291,207,350,202
20678,320.0,204.5,290,206,350,203
20712,320.0,204.5,290,206,350,203
20754,320.5,204.5,291,207,350,202
20785,320.0,204.0,290,206,350,202
20816,320.5,204.5,291,207,350,202
20848,320.0,204.5,290,207,350,202
20880,320.0,204.0,290,206,350,202
20911,320.5,204.5,291,207,350,202
20941,320.0,204.0,290,206,350,202
20971,320.0,204.0,290,206,350,202
21018,320.0,205.0,290,207,350,203
21050,320.0,204.0,290,206,350,202
21081,320.0,204.5,290,207,350,202
21111,320.0,204.0,290,206,350,202
21144,320.0,204.0,290,206,350,202
21220,320.0,204.0,290,206,350,202
21251,320.0,204.0,290,206,350,202
21283,320.0,204.0,290,206,350,202
21318,320.0,204.0,290,206,350,202
21345,320.0,204.0,290,206,350,202
21377,320.0,204.0,290,206,350,202
21407,320.0,204.0,290,206,350,202
21438,320.0,204.0,290,206,350,202
21470,320.5,203.5,291,205,350,202
21505,320.0,204.0,290,206,350,202
21549,320.5,204.0,291,206,350,202
21580,320.0,204.0,290,206,350,202
21624,320.0,203.5,290,205,350,202
21658,320.5,204.0,291,206,350,202
21687,320.0,204.0,290,206,350,202
21718,320.5,204.0,291,206,350,202
21750,320.0,204.0,290,206,350,202
21781,320.0,204.0,290,206,350,202
21812,320.5,204.0,291,206,350,202
21840,320.0,204.0,290,206,350,202
21872,320.0,203.5,290,205,350,202
21906,320.0,203.5,290,205,350,202
21934,320.0,203.5,290,205,350,202
21966,320.5,203.5,291,205,350,202
22013,320.0,203.5,290,205,350,202
22060,320.5,204.0,291,206,350,202
22090,320.5,203.5,291,205,350,202
22122,319.5,203.5,290,205,349,202
22153,320.0,204.0,290,206,350,202
22201,320.0,204.0,290,206,350,202
22232,320.5,204.0,291,206,350,202
22262,320.0,204.0,290,206,350,202
22293,320.0,204.0,290,206,350,202
22323,320.0,204.0,290,206,350,202
22354,320.0,204.5,290,207,350,202
22385,320.5,204.5,291,207,350,202
22416,320.0,204.0,290,206,350,202
22447,320.0,204.0,290,206,350,202
22480,320.0,203.5,290,205,350,202
22510,320.5,204.0,291,206,350,202
22544,320.5,204.0,291,206,350,202
22572,320.0,203.5,290,205,350,202
22604,320.5,204.0,291,206,350,202
22636,320.0,204.0,290,206,350,202
22668,320.0,204.0,290,206,350,202
22700,320.0,204.0,290,206,350,202
22730,320.0,204.0,290,206,350,202
22761,320.0,204.0,290,206,350,202
22810,320.5,204.0,291,206,350,202
22841,320.5,203.5,291,205,350,202
22887,320.0,204.0,290,206,350,202
22919,320.5,204.0,291,206,350,202
22950,320.5,204.0,291,206,350,202
22982,320.5,204.0,291,206,350,202
23013,320.5,204.5,291,206,350,203
23044,320.5,204.0,291,206,350,202
23075,320.0,204.0,290,206,350,202
23106,320.5,204.0,291,206,350,202
23135,320.5,203.5,291,205,350,202
23167,320.5,204.0,291,206,350,202
23199,320.5,204.0,291,206,350,202
23246,320.5,203.5,291,205,350,202
23276,320.5,204.0,291,206,350,202
23307,320.5,204.0,291,206,350,202
23338,320.5,204.0,291,206,350,202
23370,320.5,204.0,291,206,350,202
23400,320.5,204.0,291,206,350,202
23432,320.5,204.0,291,206,350,202
23466,320.5,204.0,291,206,350,202
23498,321.0,204.0,291,206,351,202
23528,320.5,204.0,291,206,350,202
23559,320.5,204.5,291,206,350,203
23606,320.5,204.0,291,206,350,202
23635,320.5,205.0,291,207,350,203
23667,320.0,204.0,290,206,350,202
23714,320.0,204.5,290,206,350,203
23746,320.5,204.0,291,206,350,202
23775,320.5,204.0,291,206,350,202
23807,320.5,204.0,291,206,350,202
23838,320.0,204.0,290,206,350,202
23868,320.0,204.5,290,207,350,202
23898,320.5,204.0,291,206,350,202
23930,320.5,204.0,291,206,350,202
23963,320.5,204.0,291,206,350,202
24010,320.5,204.0,291,206,350,202
24041,320.5,203.5,291,205,350,202
24072,320.0,203.5,290,205,350,202
24103,320.5,204.0,291,206,350,202
24150,320.5,204.0,291,206,350,202
24183,320.5,203.5,291,205,350,202
24213,321.0,204.0,291,206,351,202
24245,321.0,204.0,291,206,351,202
24293,321.0,206.5,292,208,350,205
24324,320.0,207.0,291,208,349,206
24353,321.0,207.0,292,209,350,205
24388,321.5,205.5,292,207,351,204
24431,320.5,205.0,291,207,350,203
24464,320.5,204.5,291,206,350,203
24495,320.5,204.5,291,206,350,203
24526,320.5,203.5,291,205,350,202
24557,320.5,204.0,291,206,350,202
24587,320.5,203.5,291,205,350,202
24617,320.5,204.0,291,206,350,202
24650,320.5,204.0,291,206,350,202
24681,320.5,204.0,291,206,350,202
24713,320.5,204.0,291,206,350,202
24742,320.5,204.0,291,206,350,202
24774,320.5,204.0,291,206,350,202
24807,320.5,204.5,291,206,350,203
24838,320.5,204.0,291,206,350,202
24868,320.5,203.5,291,205,350,202
24902,320.5,203.5,291,205,350,202
24933,320.5,203.5,291,205,350,202
24964,320.5,204.0,291,206,350,202
25011,320.5,204.0,291,206,350,202
25044,320.5,204.0,291,206,350,202
25074,320.5,204.5,291,206,350,203
25104,320.5,203.5,291,205,350,202
25135,320.5,204.0,291,206,350,202
25166,320.5,204.0,291,206,350,202
25198,321.0,204.5,292,206,350,203
25230,320.5,204.0,291,206,350,202
25262,320.5,204.0,291,206,350,202
25291,320.5,204.0,291,206,350,202
25344,320.5,204.0,291,206,350,202
25384,320.5,204.0,291,206,350,202
25416,320.0,203.5,290,205,350,202
