n,x,y,lx,ly,rx,ry
873,323.0,215.0,283,217,363,213
928,328.0,212.5,289,214,367,211
956,328.5,213.0,289,214,368,212
987,329.0,213.0,289,214,369,212
1034,330.0,213.0,290,214,370,212
1066,330.0,213.0,290,214,370,212
1096,331.0,213.0,291,214,371,212
1128,331.0,213.5,291,215,371,212
1160,331.5,214.0,292,215,371,213
1191,332.0,214.0,292,215,372,213
1224,333.0,213.5,293,215,373,212
1254,333.0,214.0,293,215,373,213
1284,333.5,214.0,294,215,373,213
1316,334.0,214.0,294,215,374,213
1347,335.0,214.0,295,215,375,213
1379,335.0,215.0,295,216,375,214
1411,335.0,215.0,295,216,375,214
1445,335.0,215.0,295,216,375,214
1472,335.0,215.0,295,216,375,214
1521,335.0,215.0,295,216,375,214
1551,335.0,215.5,295,216,375,215
1583,335.0,215.0,295,216,375,214
1615,334.5,215.0,294,216,375,214
1646,333.0,215.0,293,216,373,214
1679,332.5,214.5,293,216,372,213
1708,331.0,214.5,291,216,371,213
1736,331.0,214.5,291,216,371,213
1769,330.0,214.5,290,216,370,213
1799,329.5,214.5,289,216,370,213
1829,329.0,214.0,289,216,369,212
1861,328.5,214.0,289,216,368,212
1892,328.0,214.0,288,216,368,212
1925,328.0,214.0,288,216,368,212
1955,328.0,214.0,288,216,368,212
1986,327.5,214.0,288,216,367,212
2016,328.0,214.0,288,216,368,212
2047,328.0,214.0,288,216,368,212
2077,328.5,214.0,289,216,368,212
2109,328.5,213.5,289,215,368,212
2139,329.0,214.0,289,216,369,212
2169,329.0,214.0,289,216,369,212
2200,329.0,214.0,289,216,369,212
2232,329.0,214.5,289,216,369,213
2263,329.0,214.5,289,216,369,213
2307,330.0,215.0,290,217,370,213
2340,330.0,214.5,290,216,370,213
2370,330.0,214.5,290,216,370,213
2402,330.0,214.5,290,216,370,213
2435,330.0,214.5,290,216,370,213
2465,330.0,214.5,290,216,370,213
2496,330.0,214.5,290,216,370,213
2527,329.0,213.5,289,215,369,212
2558,329.0,213.5,289,215,369,212
2605,329.0,213.0,289,215,369,211
2636,329.0,213.0,289,215,369,211
2668,329.0,213.0,289,215,369,211
2700,328.5,213.0,288,215,369,211
2730,327.5,212.5,287,215,368,210
2761,326.0,212.0,286,214,366,210
2793,325.0,212.0,285,214,365,210
