n,x,y,lx,ly,rx,ry
1078,310.5,214.0,283,220,338,208
1145,310.5,212.5,283,217,338,208
1191,310.5,213.5,282,219,339,208
1233,311.0,211.5,283,215,339,208
1280,310.5,213.5,282,219,339,208
1323,311.0,210.5,283,213,339,208
1375,311.5,212.0,283,216,340,208
1421,311.5,211.0,283,214,340,208
1465,311.5,211.5,283,215,340,208
1512,311.5,211.5,283,215,340,208
1559,311.0,211.0,283,214,339,208
1605,309.0,210.5,281,214,337,207
1654,309.0,210.5,281,214,337,207
1697,309.0,212.0,281,217,337,207
1730,308.5,210.5,281,214,336,207
1777,308.0,210.5,280,214,336,207
1820,308.5,211.0,281,215,336,207
1852,308.0,211.0,280,215,336,207
1898,307.5,211.0,279,215,336,207
1929,308.5,212.0,281,216,336,208
1960,308.5,211.5,280,215,337,208
1992,308.0,211.5,279,215,337,208
2023,309.0,212.0,281,216,337,208
2070,309.0,212.5,281,217,337,208
2099,309.0,212.5,281,217,337,208
2131,309.0,212.0,281,216,337,208
2162,309.0,211.5,281,215,337,208
2194,309.0,212.0,281,216,337,208
2228,309.0,211.0,281,214,337,208
2257,309.0,211.5,281,215,337,208
2288,310.0,211.0,282,214,338,208
2320,310.0,212.0,281,216,339,208
2350,310.0,212.0,281,216,339,208
2380,310.0,212.0,281,216,339,208
2412,309.5,211.5,281,215,338,208
2443,309.0,211.0,281,215,337,207
2474,309.0,211.0,281,215,337,207
2506,309.0,210.5,281,214,337,207
2535,308.0,210.5,279,214,337,207
2566,309.0,210.5,281,214,337,207
2598,309.0,211.0,281,215,337,207
2628,308.5,210.5,280,214,337,207
2659,308.5,211.0,280,215,337,207
2689,309.0,210.0,281,213,337,207
2721,308.5,211.0,280,215,337,207
2752,309.0,210.0,281,213,337,207
2787,309.0,211.0,281,215,337,207
2829,308.5,210.0,280,213,337,207
2864,308.5,210.5,280,214,337,207
2908,309.0,211.5,281,215,337,208
2939,308.5,214.5,281,220,336,209
2970,309.0,214.5,282,219,336,210
3000,309.5,215.5,283,220,336,211
3032,309.0,215.0,282,220,336,210
3063,308.5,214.5,282,219,335,210
3093,309.0,214.5,282,219,336,210
3125,308.0,214.5,281,219,335,210
3156,307.5,214.5,281,219,334,210
3187,308.5,214.0,282,218,335,210
3234,308.5,215.0,282,219,335,211
3266,308.0,215.0,281,220,335,210
3297,308.0,215.0,281,220,335,210
3326,308.0,214.5,281,218,335,211
3358,308.0,214.5,281,219,335,210
3390,308.0,215.0,281,219,335,211
3420,308.5,218.0,282,221,335,215
3450,308.0,218.5,281,222,335,215
3481,308.0,218.0,281,221,335,215
3513,308.5,215.5,281,219,336,212
3543,308.5,214.5,281,220,336,209
3575,308.0,213.5,281,219,335,208
3606,307.5,213.0,280,218,335,208
3636,306.5,211.5,278,216,335,207
3668,307.0,210.5,279,215,335,206
3700,305.0,210.0,276,214,334,206
3731,306.5,212.0,279,217,334,207
3760,306.0,212.5,278,218,334,207
3792,307.0,213.0,279,218,335,208
3823,307.0,214.0,279,219,335,209
3852,309.0,215.0,282,220,336,210
3883,308.5,218.5,282,221,335,216
3915,307.5,219.5,282,223,333,216
3946,308.5,220.0,282,223,335,217
3978,309.5,219.5,282,223,337,216
4009,311.0,219.5,283,223,339,216
4039,311.0,219.5,284,224,338,215
4070,310.5,218.0,284,223,337,213
4101,310.0,217.5,284,223,336,212
4146,310.5,217.0,284,222,337,212
4178,310.5,214.0,283,217,338,211
4226,310.5,212.0,284,214,337,210
4257,311.0,210.5,285,212,337,209
4286,311.0,210.5,285,212,337,209
4318,311.0,210.0,285,211,337,209
4348,311.5,211.5,285,213,338,210
4379,311.0,217.0,285,219,337,215
4411,311.0,214.5,285,214,337,215
4442,312.5,213.0,286,212,339,214
4474,312.0,210.0,286,211,338,209
4503,312.0,209.5,286,211,338,208
4536,310.5,209.5,284,211,337,208
4566,310.0,209.5,283,211,337,208
4597,310.5,210.0,284,212,337,208
4660,310.0,209.0,283,211,337,207
4690,309.5,209.5,282,212,337,207
4721,310.0,209.5,283,212,337,207
4756,310.0,209.0,283,211,337,207
4799,310.0,209.5,283,212,337,207
4829,309.5,209.0,282,211,337,207
4866,312.0,212.0,285,212,339,212
4905,310.0,214.0,284,214,336,214
4937,310.5,214.5,284,214,337,215
4967,311.5,212.5,284,213,339,212
4998,310.0,210.0,283,212,337,208
5029,309.5,210.0,282,212,337,208
5061,309.5,210.0,282,212,337,208
5091,310.0,209.0,283,211,337,207
5121,309.5,210.0,282,212,337,208
5151,310.5,210.5,283,212,338,209
5184,309.0,218.5,282,221,336,216
5214,308.0,219.5,282,223,334,216
5245,307.5,219.0,282,222,333,216
5277,309.0,217.0,282,220,336,214
5308,309.0,216.0,282,220,336,212
5340,309.0,214.5,282,217,336,212
5369,308.5,213.0,282,216,335,210
5401,308.0,212.0,281,214,335,210
5431,307.0,211.0,280,212,334,210
5477,307.5,212.0,281,214,334,210
5511,307.5,211.5,280,213,335,210
5545,308.0,211.5,281,213,335,210
5586,307.5,211.5,280,213,335,210
5618,307.5,212.0,281,214,334,210
5649,308.0,218.5,281,221,335,216
5680,307.5,219.0,281,222,334,216
5712,307.5,219.0,281,222,334,216
5742,308.5,218.0,282,221,335,215
5774,309.0,217.0,282,220,336,214
5804,309.5,215.5,283,219,336,212
5835,309.5,213.5,283,216,336,211
5868,308.5,213.5,282,216,335,211
5915,308.5,212.0,282,215,335,209
5945,308.5,212.0,282,214,335,210
5978,309.0,217.5,281,221,337,214
6008,307.5,219.0,281,222,334,216
6042,307.5,219.5,281,223,334,216
6071,307.0,217.5,281,220,333,215
