n,x,y,lx,ly,rx,ry
10674,289.5,253.0,264,253,315,253
10704,289.5,253.0,264,253,315,253
10736,287.0,253.5,261,254,313,253
10765,286.0,253.5,260,254,312,253
10800,285.5,254.0,259,255,312,253
10829,285.0,253.5,259,254,311,253
10860,284.0,253.5,257,254,311,253
10891,283.0,254.0,256,255,310,253
10920,282.5,254.0,255,255,310,253
10953,282.0,254.0,255,255,309,253
10999,281.5,254.0,254,255,309,253
11029,281.5,254.0,254,255,309,253
11061,280.5,254.0,253,255,308,253
11092,280.0,253.5,252,254,308,253
11124,279.5,254.0,252,255,307,253
11168,278.5,254.0,251,255,306,253
11201,278.5,254.0,251,255,306,253
11233,278.0,254.0,250,255,306,253
11264,277.5,254.0,250,255,305,253
11294,277.0,254.0,249,255,305,253
11324,276.5,253.5,249,255,304,252
11356,276.0,254.0,248,256,304,252
11385,275.0,253.5,247,256,303,251
11418,273.5,253.5,246,256,301,251
11449,272.5,253.0,245,256,300,250
11496,272.0,252.5,245,256,299,249
11544,272.5,252.5,246,256,299,249
11587,272.5,252.0,247,255,298,249
11620,271.0,252.0,245,255,297,249
11651,269.5,252.0,243,255,296,249
11681,270.0,252.0,244,255,296,249
11712,269.0,252.0,242,255,296,249
11744,268.5,252.0,242,255,295,249
11774,268.5,252.0,242,255,295,249
11807,267.5,252.5,240,256,295,249
11852,267.5,252.5,241,256,294,249
11890,267.0,252.5,240,256,294,249
11929,267.0,252.5,240,256,294,249
11960,266.5,252.5,239,256,294,249
11991,267.0,252.5,240,256,294,249
12022,266.5,252.5,239,256,294,249
12053,266.5,252.5,239,256,294,249
12083,265.5,252.0,237,255,294,249
12115,265.5,252.0,237,255,294,249
12144,266.5,253.0,238,256,295,250
12175,268.0,253.5,238,256,298,251
12206,268.0,254.0,238,256,298,252
12237,268.5,254.5,239,256,298,253
12269,269.5,254.0,240,256,299,252
12300,269.5,255.0,239,256,300,254
12331,270.0,254.5,240,256,300,253
12363,270.5,255.5,240,256,301,255
12396,271.5,255.5,241,256,302,255
12425,272.0,255.5,241,256,303,255
12457,273.0,256.0,242,257,304,255
12490,274.0,256.5,243,257,305,256
12520,273.5,255.5,243,256,304,255
12550,273.5,256.5,243,257,304,256
12582,274.0,256.5,244,257,304,256
12614,275.0,257.0,244,257,306,257
12645,274.5,256.0,244,257,305,255
12676,274.0,255.5,244,257,304,254
12707,274.5,256.0,245,257,304,255
12753,274.5,255.0,245,256,304,254
12786,274.5,255.0,245,256,304,254
12815,274.5,254.5,245,256,304,253
12846,275.0,255.5,246,257,304,254
12892,274.5,255.0,245,256,304,254
12923,275.0,254.5,246,256,304,253
12954,276.0,254.0,247,256,305,252
12986,276.5,254.5,247,256,306,253
13015,277.0,254.5,248,256,306,253
13046,278.0,254.0,248,256,308,252
13077,279.5,254.5,249,256,310,253
13108,279.0,254.0,249,256,309,252
13139,280.5,254.0,250,256,311,252
13189,280.0,254.0,250,256,310,252
13219,280.5,254.0,250,256,311,252
13251,280.5,254.0,251,256,310,252
13283,281.0,254.0,251,256,311,252
13314,281.5,254.0,251,256,312,252
13345,281.5,254.0,252,256,311,252
13394,282.0,254.0,252,256,312,252
13435,282.0,253.0,252,255,312,251
13468,282.5,253.0,253,255,312,251
13499,283.5,253.5,253,255,314,252
13528,285.0,253.0,254,255,316,251
13560,286.5,253.0,257,255,316,251
13592,289.0,256.5,261,257,317,256
13623,290.0,260.5,261,260,319,261
13652,293.5,261.0,265,262,322,260
13689,297.5,260.5,270,261,325,260
13733,305.0,262.0,277,262,333,262
13763,309.5,263.0,281,263,338,263
13795,314.5,264.5,285,264,344,265
13824,318.0,266.0,289,266,347,266
13855,321.5,266.0,293,266,350,266
13886,324.0,267.0,296,267,352,267
13916,326.5,267.0,299,267,354,267
13948,328.0,267.5,300,267,356,268
13978,330.5,268.5,303,268,358,269
14026,332.5,269.0,305,268,360,270
14054,334.0,269.0,306,268,362,270
14086,335.5,269.0,308,268,363,270
14119,336.5,269.0,309,268,364,270
14147,337.0,268.5,309,267,365,270
14181,336.5,269.0,309,267,364,271
14210,328.0,267.0,300,265,356,269
14242,329.0,263.5,303,262,355,265
14273,325.0,260.0,298,259,352,261
14306,321.5,255.0,293,252,350,258
14351,318.5,254.5,289,253,348,256
14382,317.5,253.5,289,252,346,255
14412,317.0,253.0,289,252,345,254
14458,316.0,252.5,288,252,344,253
14492,313.5,252.5,286,253,341,252
14521,312.5,252.5,285,253,340,252
14552,311.0,252.5,283,253,339,252
14587,309.5,253.0,282,254,337,252
14631,309.5,253.5,282,254,337,253
14662,308.0,254.0,280,255,336,253
14693,308.5,252.5,282,253,335,252
14724,305.5,253.5,278,255,333,252
14754,304.5,253.5,277,255,332,252
14787,303.0,253.5,275,255,331,252
14816,300.0,253.0,271,254,329,252
14849,296.0,255.5,267,254,325,257
14878,295.5,256.5,265,255,326,258
14925,291.5,257.5,262,255,321,260
14957,287.5,258.0,258,256,317,260
14988,285.0,258.5,255,257,315,260
15019,282.5,259.0,252,258,313,260
15050,281.0,259.5,251,259,311,260
15080,279.5,260.5,251,261,308,260
15112,279.0,261.5,251,262,307,261
15144,274.5,265.5,249,266,300,265
15174,274.0,267.5,246,270,302,265
15205,274.0,267.5,245,269,303,266
15237,273.5,269.0,244,271,303,267
15283,273.5,269.0,244,271,303,267
15316,274.5,269.5,245,271,304,268
15350,276.0,270.0,246,271,306,269
15379,278.5,269.5,249,271,308,268
15410,281.0,268.5,251,269,311,268
15440,282.5,266.5,253,267,312,266
15473,283.5,266.0,255,266,312,266
15516,284.0,265.0,255,265,313,265
15546,284.5,265.0,256,265,313,265
15576,284.0,264.5,255,264,313,265
15608,284.5,264.0,256,264,313,264
15639,285.0,264.0,257,264,313,264
15671,284.5,263.5,256,263,313,264
15717,285.0,263.0,257,262,313,264
15749,285.5,263.0,257,262,314,264
15779,286.0,263.5,258,263,314,264
15810,286.5,263.5,258,263,315,264
15858,287.0,262.0,259,261,315,263
15890,287.0,261.5,259,260,315,263
15935,287.0,262.0,258,261,316,263
15967,287.0,262.0,259,260,315,264
15995,286.5,262.5,258,261,315,264
16027,287.5,262.5,259,261,316,264
16058,286.5,262.0,258,260,315,264
16093,287.0,262.0,258,261,316,263
16121,287.0,262.5,259,261,315,264
16154,287.5,262.5,258,261,317,264
16187,288.0,262.0,259,260,317,264
16217,290.0,261.5,260,260,320,263
16249,289.5,260.5,261,260,318,261
16278,290.0,260.0,261,259,319,261
16310,290.5,259.0,262,260,319,258
16344,291.0,258.0,263,259,319,257
16376,292.5,257.5,265,259,320,256
16418,292.5,257.5,264,259,321,256
16451,292.0,257.0,263,258,321,256
16481,292.5,257.0,263,258,322,256
16515,292.5,257.5,263,258,322,257
16566,293.0,258.5,263,259,323,258
16608,293.0,259.5,263,259,323,260
16640,293.0,260.0,263,259,323,261
16668,292.0,260.0,263,259,321,261
16698,292.5,260.5,262,259,323,262
16731,292.0,261.5,262,260,322,263
16762,291.5,260.5,261,259,322,262
16791,291.0,261.0,261,260,321,262
16822,291.0,260.5,261,259,321,262
16853,290.5,260.5,260,259,321,262
16884,290.0,260.5,259,259,321,262
16914,290.0,260.0,260,259,320,261
16946,289.5,260.5,259,259,320,262
16977,289.0,260.0,259,259,319,261
17007,290.0,261.5,260,260,320,263
17038,291.0,263.0,261,261,321,265
17083,289.5,263.5,262,263,317,264
17115,289.5,263.0,262,262,317,264
17146,291.5,262.5,261,260,322,265
17177,289.5,262.0,260,260,319,264
17209,290.0,260.5,260,259,320,262
17239,290.0,260.0,261,259,319,261
17272,290.0,259.5,261,259,319,260
17303,289.5,260.5,260,259,319,262
17334,289.5,262.0,260,260,319,264
17367,289.5,262.5,261,261,318,264
17413,289.5,262.5,260,261,319,264
17445,288.5,262.0,260,260,317,264
17492,289.5,262.0,260,260,319,264
17539,289.0,262.5,260,261,318,264
17568,288.0,262.0,259,260,317,264
17599,288.5,262.0,259,260,318,264
17630,288.0,262.5,259,261,317,264
17663,288.0,262.5,259,261,317,264
17695,288.0,262.5,259,261,317,264
17740,287.5,262.5,259,261,316,264
17770,287.0,262.5,258,261,316,264
17800,287.5,262.5,259,261,316,264
17834,287.0,262.5,258,261,316,264
17876,286.5,262.5,257,261,316,264
17907,286.5,262.5,258,261,315,264
17939,287.0,262.0,257,260,317,264
17969,287.5,262.0,257,260,318,264
18000,287.0,261.0,257,259,317,263
18032,287.5,261.0,258,259,317,263
18066,287.0,261.5,258,260,316,263
18109,287.0,260.5,257,259,317,262
18141,287.5,261.0,258,260,317,262
18174,287.5,260.0,258,259,317,261
18223,286.5,260.5,257,260,316,261
18266,287.5,260.0,259,260,316,260
18312,288.0,259.5,260,260,316,259
18356,289.5,259.5,263,260,316,259
18387,290.0,259.0,264,260,316,258
18419,289.0,258.5,263,260,315,257
18448,288.5,258.0,261,259,316,257
18479,289.5,258.5,263,260,316,257
18511,289.0,258.5,263,260,315,257
18540,289.5,258.5,264,259,315,258
18571,287.5,258.5,260,260,315,257
18604,288.5,258.5,262,260,315,257
18634,288.5,259.0,262,260,315,258
18665,287.5,258.5,260,260,315,257
18695,288.5,258.5,262,260,315,257
18726,287.5,259.0,261,260,314,258
18756,287.5,259.0,260,260,315,258
18787,288.0,259.0,261,260,315,258
18816,287.5,259.0,260,260,315,258
18848,288.0,259.5,261,260,315,259
18881,289.0,259.0,263,260,315,258
18911,287.5,259.5,260,260,315,259
18941,288.0,260.0,260,260,316,260
18975,287.5,259.0,259,259,316,259
19018,287.0,259.5,258,259,316,260
19049,287.0,259.5,258,259,316,260
19080,286.5,259.5,258,260,315,259
19112,287.0,260.0,258,260,316,260
19141,286.5,259.5,257,259,316,260
19173,286.0,260.0,257,259,315,261
19204,287.0,260.0,258,259,316,261
19235,286.5,260.0,258,260,315,260
19266,286.5,260.0,257,259,316,261
19298,287.0,260.5,258,260,316,261
19330,287.0,260.0,258,259,316,261
19359,286.0,260.0,256,259,316,261
19391,286.0,260.0,257,260,315,260
19423,286.5,259.0,258,259,315,259
19458,286.5,259.5,258,259,315,260
19501,287.0,259.5,259,259,315,260
19549,286.0,259.5,257,260,315,259
19579,287.0,259.5,259,259,315,260
19610,286.5,259.5,258,260,315,259
19641,286.5,259.0,258,259,315,259
19672,286.5,259.0,258,259,315,259
19703,286.5,259.5,258,259,315,260
19734,286.0,259.0,257,259,315,259
19764,286.5,259.0,258,259,315,259
19796,287.5,259.0,259,259,316,259
19828,288.0,258.0,260,259,316,257
19859,287.0,257.5,259,259,315,256
19891,288.0,257.5,260,259,316,256
19923,288.0,257.5,260,259,316,256
19968,288.0,257.5,260,259,316,256
20001,288.0,257.5,260,259,316,256
20054,288.5,257.0,261,258,316,256
20095,288.5,257.0,261,258,316,256
20136,289.5,257.0,262,258,317,256
20167,289.5,257.0,262,258,317,256
20199,290.5,256.5,263,257,318,256
20245,291.5,256.5,264,257,319,256
20293,293.0,256.5,266,257,320,256
20354,293.5,256.5,266,257,321,256
20385,294.0,256.0,267,257,321,255
20426,297.5,256.0,269,256,326,256
20466,298.5,256.0,270,256,327,256
20511,299.5,256.0,271,256,328,256
20543,299.5,256.0,271,256,328,256
20590,300.0,256.0,272,256,328,256
20635,299.5,256.0,271,256,328,256
20665,300.5,256.0,272,256,329,256
20696,300.5,255.5,272,255,329,256
20727,300.5,255.5,272,255,329,256
20759,300.5,255.0,272,254,329,256
20789,300.5,255.0,272,254,329,256
20818,301.0,255.0,273,254,329,256
20850,300.5,255.0,272,254,329,256
20882,300.5,255.0,272,254,329,256
20911,300.5,255.0,272,254,329,256
20959,301.0,255.0,273,254,329,256
20991,300.5,255.0,272,254,329,256
21023,300.5,255.0,272,254,329,256
21056,300.0,255.0,272,254,328,256
21101,300.5,255.0,272,254,329,256
21134,300.0,255.0,272,254,328,256
21179,300.0,255.0,272,254,328,256
21226,299.5,255.0,271,254,328,256
21316,300.0,255.0,272,254,328,256
21348,300.0,256.0,272,255,328,257
21378,300.5,256.0,272,255,329,257
21424,300.5,256.0,272,255,329,257
21454,300.5,256.0,272,255,329,257
21487,300.5,256.0,272,255,329,257
21532,300.5,256.0,272,255,329,257
21562,300.5,256.5,272,256,329,257
21595,300.5,256.5,272,256,329,257
21624,300.5,256.5,272,256,329,257
21654,300.5,256.5,272,256,329,257
21718,300.5,256.5,272,256,329,257
21763,300.5,256.5,272,256,329,257
21794,300.5,256.5,272,256,329,257
21826,300.5,256.5,272,256,329,257
21889,300.5,256.0,272,255,329,257
21920,300.5,256.5,272,256,329,257
21967,300.5,256.5,272,256,329,257
22011,300.5,256.5,272,256,329,257
22043,300.5,256.5,272,256,329,257
22074,300.5,256.5,272,256,329,257
22118,300.0,256.5,271,256,329,257
22153,300.5,256.5,272,256,329,257
22196,300.5,256.5,272,256,329,257
22228,300.0,256.5,271,256,329,257
22258,300.0,256.5,271,256,329,257
22289,299.5,256.5,271,256,328,257
22320,299.5,256.5,271,256,328,257
22384,299.0,257.0,270,257,328,257
22427,299.0,257.0,270,257,328,257
22458,299.0,257.0,270,257,328,257
22490,299.5,257.0,271,257,328,257
22521,299.5,256.5,271,256,328,257
22553,299.5,257.0,271,257,328,257
22586,299.5,257.0,271,257,328,257
22629,299.0,257.0,270,257,328,257
22661,299.5,257.0,271,257,328,257
22691,299.5,257.0,271,257,328,257
22721,299.5,257.0,271,257,328,257
22754,300.0,256.5,271,256,329,257
22783,301.5,256.5,273,255,330,258
22817,301.5,257.0,273,256,330,258
22848,301.5,256.5,273,256,330,257
22879,301.5,256.5,273,256,330,257
22909,302.5,256.5,274,256,331,257
22940,302.5,257.0,274,256,331,258
22971,302.0,257.0,274,256,330,258
23003,301.5,257.0,273,256,330,258
23032,301.5,257.0,273,256,330,258
23063,302.0,257.0,273,256,331,258
23099,302.5,256.5,274,256,331,257
23144,302.5,257.0,274,256,331,258
23175,303.0,256.5,274,256,332,257
23206,303.5,257.0,275,256,332,258
23237,303.5,257.0,275,256,332,258
23269,303.5,257.0,275,256,332,258
23300,303.5,257.0,275,256,332,258
23331,303.5,257.0,275,256,332,258
23360,304.0,257.0,275,256,333,258
23392,303.5,257.0,275,256,332,258
23424,303.5,257.0,275,256,332,258
23518,304.0,257.0,275,256,333,258
23549,304.0,256.5,275,255,333,258
23581,303.5,257.0,275,256,332,258
23612,303.5,257.0,275,256,332,258
23644,303.5,257.0,275,256,332,258
23675,303.0,256.5,274,256,332,257
23706,302.5,256.5,274,256,331,257
23738,301.5,256.0,273,255,330,257
23768,300.5,256.0,272,255,329,257
23798,300.5,256.0,272,255,329,257
23829,299.5,256.0,271,255,328,257
23860,299.5,256.0,271,255,328,257
23891,299.5,256.0,271,255,328,257
23922,299.5,256.0,271,255,328,257
23954,300.5,256.5,272,256,329,257
23984,301.5,256.0,273,255,330,257
24016,301.5,256.0,273,255,330,257
24046,302.5,256.5,274,256,331,257
24077,302.5,257.0,274,256,331,258
24109,303.5,257.0,275,256,332,258
24141,303.5,257.0,275,256,332,258
24173,303.5,257.0,275,256,332,258
24204,303.5,257.5,275,257,332,258
24249,303.5,257.0,275,256,332,258
24278,303.5,257.0,275,256,332,258
24311,303.5,257.0,275,256,332,258
24342,303.5,257.0,275,256,332,258
24372,304.0,257.0,275,256,333,258
24403,304.0,257.0,275,256,333,258
24435,303.5,257.0,275,256,332,258
24467,303.5,257.0,275,256,332,258
24498,303.5,257.0,275,256,332,258
24531,303.5,257.0,275,256,332,258
24561,304.0,257.0,275,256,333,258
24591,304.0,257.0,275,256,333,258
24622,303.5,257.0,275,256,332,258
24652,304.0,257.0,275,256,333,258
24683,304.0,257.0,275,256,333,258
24714,304.0,257.0,275,256,333,258
24745,304.0,257.0,275,256,333,258
24776,303.5,257.5,275,256,332,259
24806,304.0,257.0,276,256,332,258
24836,303.5,257.0,275,256,332,258
24874,303.5,257.0,275,256,332,258
24915,303.5,257.0,275,256,332,258
24948,303.0,257.0,274,256,332,258
24979,303.5,257.0,275,256,332,258
25010,303.0,257.0,275,256,331,258
25040,302.5,257.0,274,256,331,258
25072,302.5,257.0,274,256,331,258
25104,302.5,257.0,274,256,331,258
25136,302.5,257.0,274,256,331,258
25165,302.5,257.0,274,256,331,258
25197,302.5,257.0,274,256,331,258
25227,302.5,257.0,274,256,331,258
25257,302.0,257.0,274,256,330,258
25287,302.0,257.0,274,256,330,258
25320,302.0,257.0,274,256,330,258
25350,301.5,257.0,273,256,330,258
25383,301.5,257.0,273,256,330,258
25414,301.5,257.0,273,256,330,258
25461,301.5,257.0,273,256,330,258
25492,301.5,257.0,273,256,330,258
25522,301.0,257.0,273,256,329,258
25554,301.5,257.0,273,256,330,258
25602,301.0,257.0,273,256,329,258
25646,300.5,257.0,272,256,329,258
25677,300.5,257.0,272,256,329,258
25708,299.5,257.0,271,256,328,258
25740,298.5,257.0,270,257,327,257
25785,298.5,257.0,270,257,327,257
25820,298.0,257.0,269,257,327,257
25864,297.5,257.5,269,258,326,257
25894,297.5,257.5,269,258,326,257
25926,297.0,257.5,268,258,326,257
25971,296.5,257.5,268,258,325,257
26001,296.5,257.5,268,258,325,257
26033,296.5,257.5,268,258,325,257
26066,296.5,257.5,268,258,325,257
26098,296.5,257.5,268,258,325,257
26142,296.5,257.5,268,258,325,257
26174,296.5,257.5,268,258,325,257
26204,296.0,257.5,267,258,325,257
26236,296.0,257.5,267,258,325,257
26269,296.0,257.5,267,258,325,257
26298,296.0,257.5,267,258,325,257
26331,295.5,257.0,267,257,324,257
26362,295.5,257.5,267,258,324,257
26409,295.5,257.5,267,258,324,257
26439,295.5,257.0,267,257,324,257
26471,295.5,257.5,267,258,324,257
26515,295.5,257.5,267,258,324,257
26548,295.5,257.5,267,258,324,257
26578,295.5,257.5,267,258,324,257
26610,295.5,257.5,267,258,324,257
26641,295.5,257.5,267,258,324,257
26671,295.5,257.5,267,258,324,257
26717,295.5,257.5,267,258,324,257
26752,295.5,257.5,267,258,324,257
26795,295.0,257.5,266,258,324,257
26841,295.0,257.5,266,258,324,257
26872,295.5,257.5,267,258,324,257
26919,295.5,259.5,268,259,323,260
26951,295.0,262.5,269,262,321,263
26982,295.0,262.0,269,262,321,262
27013,295.0,260.5,268,259,322,262
27042,296.0,259.5,267,259,325,260
27074,295.5,259.0,267,259,324,259
27106,295.5,259.0,267,259,324,259
27135,295.5,258.5,267,258,324,259
27167,295.5,258.5,267,258,324,259
27200,294.5,258.0,266,258,323,258
27246,294.5,258.5,266,258,323,259
27277,294.5,258.5,266,259,323,258
27309,295.0,258.5,266,259,324,258
27345,294.5,258.5,266,259,323,258
27384,294.5,258.0,266,258,323,258
27416,294.5,258.0,266,258,323,258
27448,294.5,258.0,266,258,323,258
27478,294.5,258.5,266,259,323,258
27508,294.5,258.0,266,258,323,258
27537,294.5,258.0,266,258,323,258
27569,294.5,258.0,266,258,323,258
27599,294.5,258.0,266,258,323,258
27632,294.5,258.0,266,258,323,258
27667,294.5,258.0,266,258,323,258
27710,294.5,258.0,266,258,323,258
27741,294.5,258.0,266,258,323,258
27773,294.5,258.0,266,258,323,258
27805,294.5,258.0,266,258,323,258
