n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.6516,-4.6967,4.1035,-5.1713,-2.5675,-4.6493,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
3.9649,0.6971,-4.731,4.7325,-5.2688,-2.7146,-4.5883,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
7.9649,0.657,-4.7433,3.972,-4.8387,-2.7693,-4.829,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0046,-0.0236
11.961,0.7013,-4.7423,4.316,-5.1963,-2.5328,-4.5276,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
15.9653,0.7106,-4.745,4.3303,-5.2101,-2.618,-4.501,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
20.0316,0.7181,-4.7517,4.1582,-5.2124,-2.6047,-4.6931,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
24.0592,0.7537,-4.766,4.5183,-5.1684,-2.7196,-4.5993,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0236
27.953,0.7439,-4.7749,3.9149,-4.7914,-2.5637,-4.7945,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0235
32.1926,0.7321,-4.8228,3.5235,-5.8706,-2.6938,-4.5437,0.0,0.0,1.0,-0.0322,0.004,-0.0219,0.0321,0.0045,-0.0235
35.9887,0.7403,-4.7996,4.0209,-5.0816,-2.6472,-4.542,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
40.0156,0.722,-4.7824,3.6202,-4.5918,-2.651,-4.5746,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0236
44.0001,0.72,-4.781,3.9821,-5.1016,-2.6991,-4.6134,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0235
47.9683,0.7078,-4.7589,4.1756,-4.8634,-2.6575,-4.5616,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0235
51.997,0.7046,-4.7669,3.9902,-5.4245,-2.7165,-4.345,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
56.0,0.7075,-4.7853,4.2991,-5.4921,-2.6616,-4.59,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
59.9654,0.6816,-4.7801,3.9197,-5.1446,-2.6423,-4.5241,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0235
63.9651,0.6304,-4.7876,3.517,-5.2818,-2.8604,-4.7153,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0235
68.0065,0.6197,-4.7951,3.8987,-5.1491,-2.6448,-4.7751,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0235
71.9914,0.627,-4.814,4.116,-5.4025,-2.7213,-4.5683,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
76.0399,0.6063,-4.8779,3.3688,-6.4601,-2.6068,-4.856,0.0,0.0,1.0,-0.0322,0.004,-0.022,0.0321,0.0045,-0.0235
79.999,0.5735,-4.8688,3.4451,-5.2008,-2.7571,-4.6022,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0235
83.9478,0.5572,-4.8805,3.4534,-5.0293,-2.7418,-4.5499,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0236
87.9835,0.5569,-4.8255,3.8413,-4.4464,-2.7717,-4.3555,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0235
92.0113,0.5488,-4.825,3.8304,-4.9891,-2.5514,-4.3775,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
95.9641,0.5426,-4.8047,3.8355,-4.9139,-2.7051,-4.5083,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
100.0281,0.5247,-4.7747,3.6827,-5.0452,-2.5077,-4.3695,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
103.9657,0.539,-4.7726,4.0364,-5.1969,-2.6277,-4.4364,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
107.9586,0.5526,-4.7509,3.6425,-5.0787,-2.5175,-4.4866,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
111.9925,0.5598,-4.7387,3.8285,-5.2204,-2.5299,-4.3994,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0235
115.9944,0.5494,-4.7053,3.7807,-4.932,-2.6641,-4.3934,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0236
119.9707,0.5407,-4.6194,3.2614,-4.6995,-2.507,-4.3746,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0235
124.0398,0.5287,-4.6155,3.1771,-5.4807,-2.5951,-4.1033,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0236
127.9593,0.5219,-4.5799,3.2548,-4.5671,-2.5961,-4.3307,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0235
132.0603,0.5012,-4.599,3.2369,-4.9063,-2.5461,-4.3738,0.0,0.0,1.0,-0.0322,0.0039,-0.022,0.0321,0.0045,-0.0234
136.0037,0.4862,-4.5582,3.4155,-4.3172,-2.5517,-4.3119,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0235
139.9752,0.489,-4.5473,3.6124,-4.7912,-2.5211,-4.3489,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0234
143.989,0.4677,-4.5274,3.3433,-4.7328,-2.5151,-4.2879,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0234
147.9946,0.4779,-4.5049,3.8358,-4.8072,-2.5016,-4.2993,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0235
151.9613,0.4942,-4.481,3.8857,-4.7248,-2.5072,-4.3034,0.0,0.0,1.0,-0.0323,0.0039,-0.0218,0.0321,0.0045,-0.0234
156.0224,0.4727,-4.4625,3.3819,-4.7749,-2.4203,-4.3716,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0235
160.0028,0.5155,-4.4531,4.1508,-4.7698,-2.5567,-4.3242,0.0,0.0,1.0,-0.0323,0.0039,-0.0219,0.0321,0.0045,-0.0235
163.9848,0.4965,-4.464,3.3357,-4.9056,-2.522,-4.383,0.0,0.0,1.0,-0.0322,0.0039,-0.0218,0.0321,0.0045,-0.0235
168.0579,0.5123,-4.4548,3.3456,-4.829,-2.3813,-4.4513,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0235
172.0131,0.5477,-4.4652,3.8157,-4.6868,-2.5801,-4.4586,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0235
176.005,0.5365,-4.4448,3.3278,-4.3833,-2.5689,-4.4465,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0234
180.0146,0.5282,-4.4603,3.3609,-4.6076,-2.6248,-4.4241,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0234
183.9864,0.5178,-4.4616,3.4477,-4.752,-2.5946,-4.405,0.0,0.0,1.0,-0.0322,0.0039,-0.0219,0.0321,0.0045,-0.0235
188.0924,0.4592,-4.4781,2.7253,-4.9538,-2.5895,-4.4158,0.0,0.0,1.0,-0.0322,0.0039,-0.022,0.0321,0.0045,-0.0234
191.9463,0.4508,-4.452,3.3008,-4.5149,-2.598,-4.0865,0.0,0.0,1.0,-0.0322,0.0039,-0.022,0.0321,0.0045,-0.0235
195.9868,0.4013,-4.4394,3.0399,-4.6756,-2.597,-4.1199,0.0,0.0,1.0,-0.0322,0.0039,-0.0221,0.0321,0.0045,-0.0234
199.9914,0.3472,-4.3508,2.7137,-4.2961,-2.5885,-3.1971,0.0,0.0,1.0,-0.0321,0.004,-0.0223,0.0321,0.0045,-0.0236
203.9885,0.3109,-4.135,2.8158,-3.0236,-2.4051,-2.5209,0.0,0.0,1.0,-0.0321,0.004,-0.0224,0.0321,0.0045,-0.0237
208.0304,0.2467,-3.5722,2.4362,-1.7533,-2.6135,-0.9599,0.0,0.0,1.0,-0.032,0.004,-0.0225,0.032,0.0045,-0.0237
212.0349,0.1648,-2.8612,2.2178,-1.1834,-2.6648,-0.2005,0.0,0.0,1.0,-0.032,0.004,-0.0227,0.032,0.0045,-0.0239
216.022,0.0517,-2.1319,1.8368,-0.2725,-2.6961,-0.0722,0.0,0.0,1.0,-0.0319,0.004,-0.0225,0.032,0.0046,-0.024
220.006,-0.0858,-1.6521,1.5146,-0.0884,-2.866,-0.1486,0.0,0.0,1.0,-0.0318,0.004,-0.0224,0.032,0.0046,-0.0241
224.0579,-0.061,-1.4507,2.3468,-0.6534,-2.8392,-0.1961,0.0,0.0,1.0,-0.0318,0.0041,-0.0223,0.032,0.0047,-0.0241
228.0482,-0.2471,-1.3373,1.2782,-0.9996,-2.7472,-0.5747,0.0,0.0,1.0,-0.0318,0.0041,-0.0223,0.032,0.0047,-0.0241
232.0216,-0.4267,-1.2093,0.7775,-1.3889,-2.6974,-0.5961,0.0,0.0,1.0,-0.0317,0.0042,-0.0222,0.032,0.0047,-0.0241
