n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.1445,-6.5659,-1.8738,-7.073,2.4028,-6.274,0.0,0.0,1.0,-0.0295,0.0046,-0.021,0.0284,0.0053,-0.0204
3.8592,0.1468,-6.5724,-1.853,-7.2557,2.3951,-6.1784,0.0,0.0,1.0,-0.0295,0.0046,-0.0213,0.0284,0.0053,-0.0205
8.0499,0.1454,-6.5678,-1.9845,-7.1061,2.3585,-6.1493,0.0,0.0,1.0,-0.0295,0.0046,-0.0212,0.0284,0.0053,-0.0204
11.8647,0.1793,-6.5672,-1.5956,-6.8642,2.4785,-6.3153,0.0,0.0,1.0,-0.0295,0.0046,-0.021,0.0284,0.0054,-0.0203
15.8645,0.1968,-6.5075,-1.9193,-6.6045,2.5601,-5.8732,0.0,0.0,1.0,-0.0295,0.0045,-0.0211,0.0284,0.0053,-0.0204
19.8782,0.2233,-6.4958,-1.7006,-7.033,2.4267,-6.1926,0.0,0.0,1.0,-0.0295,0.0046,-0.0213,0.0284,0.0053,-0.0204
23.8609,0.2341,-6.4993,-1.7954,-6.8523,2.3361,-6.1229,0.0,0.0,1.0,-0.0295,0.0046,-0.0211,0.0284,0.0053,-0.0204
27.9216,0.2322,-6.5049,-1.9718,-7.147,2.3536,-6.2734,0.0,0.0,1.0,-0.0295,0.0046,-0.0211,0.0284,0.0053,-0.0204
32.0308,0.2418,-6.5052,-1.7995,-7.2962,2.3551,-6.0603,0.0,0.0,1.0,-0.0295,0.0046,-0.021,0.0284,0.0053,-0.0204
35.8447,0.2651,-6.505,-1.7703,-6.8481,2.3935,-6.2198,0.0,0.0,1.0,-0.0295,0.0046,-0.0211,0.0284,0.0053,-0.0204
39.9389,0.2407,-6.5131,-2.0936,-7.374,2.0955,-6.2492,0.0,0.0,1.0,-0.0295,0.0046,-0.0212,0.0284,0.0053,-0.0203
43.9317,0.231,-6.5087,-1.9148,-7.0299,2.2321,-6.2152,0.0,0.0,1.0,-0.0295,0.0046,-0.0211,0.0284,0.0053,-0.0204
47.9561,0.22,-6.4733,-1.7567,-6.6473,2.083,-6.0367,0.0,0.0,1.0,-0.0295,0.0045,-0.0207,0.0284,0.0053,-0.0203
51.9215,0.2614,-6.4312,-1.2563,-6.2184,2.3809,-6.2113,0.0,0.0,1.0,-0.0296,0.0044,-0.0207,0.0284,0.0053,-0.0202
55.9171,0.2203,-6.2573,-2.0697,-5.0568,2.2678,-5.2224,0.0,0.0,1.0,-0.0295,0.0043,-0.0207,0.0283,0.0053,-0.0198
59.8465,0.1564,-5.9321,-2.4312,-4.2039,1.9299,-4.0977,0.0,0.0,1.0,-0.0295,0.0043,-0.0206,0.0283,0.0052,-0.019
63.849,0.0108,-5.2151,-3.0813,-2.6601,1.5951,-3.4297,0.0,0.0,1.0,-0.0294,0.0042,-0.0204,0.0283,0.0051,-0.0185
67.8887,-0.2896,-4.1206,-3.9295,-1.6133,1.4461,-2.0262,0.0,0.0,1.0,-0.0293,0.0041,-0.0196,0.0283,0.0051,-0.0182
71.9142,-0.6407,-2.8454,-4.485,-0.2712,1.9286,-1.2833,0.0,0.0,1.0,-0.0292,0.004,-0.0184,0.0281,0.0051,-0.0181
76.0044,-0.8983,-1.5141,-4.6401,1.229,1.6001,-0.5118,0.0,0.0,1.0,-0.0292,0.0038,-0.0179,0.0281,0.005,-0.0179
79.847,-1.1532,-0.3872,-4.8917,2.0987,1.3231,0.5384,0.0,0.0,1.0,-0.0291,0.0038,-0.0178,0.0281,0.005,-0.0178
83.8851,-1.3437,0.6656,-5.0266,3.1196,1.1451,1.5302,0.0,0.0,1.0,-0.0291,0.0037,-0.0174,0.0281,0.0049,-0.0177
87.991,-1.4157,1.3463,-4.6967,3.3785,0.8749,2.2108,0.0,0.0,1.0,-0.0291,0.0037,-0.0173,0.0282,0.0049,-0.0177
91.8717,-1.5231,2.0902,-4.7841,3.9165,0.9781,3.1963,0.0,0.0,1.0,-0.0291,0.0036,-0.0173,0.0282,0.0048,-0.0177
95.9955,-1.5714,2.6253,-4.6084,4.4009,1.0132,3.578,0.0,0.0,1.0,-0.0291,0.0036,-0.0172,0.0282,0.0048,-0.0176
100.0231,-1.6062,2.9346,-4.3004,4.5129,0.9771,3.6107,0.0,0.0,1.0,-0.0292,0.0036,-0.0171,0.0282,0.0048,-0.0175
103.9919,-1.6693,3.133,-4.2924,4.4474,1.0056,3.58,0.0,0.0,1.0,-0.0292,0.0036,-0.0171,0.0282,0.0047,-0.0174
107.8531,-1.7222,3.2199,-4.4118,4.1252,1.1529,3.3941,0.0,0.0,1.0,-0.0292,0.0036,-0.017,0.0282,0.0047,-0.0173
111.8279,-1.7587,3.3297,-4.4769,4.133,1.0967,3.1053,0.0,0.0,1.0,-0.0292,0.0036,-0.0169,0.0282,0.0047,-0.0173
115.8591,-1.7919,3.5497,-4.6316,4.3712,1.1441,3.4205,0.0,0.0,1.0,-0.0292,0.0036,-0.017,0.0282,0.0047,-0.0172
120.0598,-1.7943,3.676,-4.3326,4.0787,1.0333,3.202,0.0,0.0,1.0,-0.0292,0.0036,-0.0169,0.0282,0.0047,-0.0173
123.8777,-1.7955,3.8457,-4.5847,4.3013,1.0505,3.4667,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0174
127.8815,-1.7749,3.9592,-4.4626,4.2918,1.062,3.5247,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0174
131.8316,-1.7465,4.0448,-4.2965,4.2932,1.0974,3.5737,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0175
135.8688,-1.7374,4.0698,-4.6068,4.2294,1.1071,3.5367,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0175
140.0095,-1.7257,4.0513,-4.3903,4.0739,1.0611,3.4932,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0174
143.9739,-1.7217,4.0357,-4.4806,4.2208,1.2368,3.4967,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0174
147.9092,-1.7248,4.0193,-4.5289,4.2016,1.1668,3.414,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0173
152.0411,-1.7115,4.0272,-4.3625,4.1035,1.3279,3.5973,0.0,0.0,1.0,-0.0292,0.0035,-0.017,0.0282,0.0047,-0.0172
156.0294,-1.6911,4.0422,-4.183,4.2754,1.2028,3.3656,0.0,0.0,1.0,-0.0292,0.0035,-0.0169,0.0282,0.0047,-0.0172
160.0102,-1.6685,4.0324,-4.2812,4.1245,1.2839,3.4493,0.0,0.0,1.0,-0.0292,0.0035,-0.0169,0.0282,0.0047,-0.0172
163.9132,-1.6558,4.038,-4.2973,4.0971,1.2503,3.3937,0.0,0.0,1.0,-0.0292,0.0035,-0.0169,0.0282,0.0047,-0.0172
167.8718,-1.6378,4.0276,-4.3051,4.0708,1.1882,3.4808,0.0,0.0,1.0,-0.0292,0.0035,-0.0169,0.0282,0.0047,-0.0173
171.874,-1.6162,4.0264,-4.1531,4.2566,1.2064,3.5105,0.0,0.0,1.0,-0.0292,0.0035,-0.0169,0.0282,0.0047,-0.0173
175.8887,-1.6138,4.0089,-4.2496,4.1456,1.1055,3.3307,0.0,0.0,1.0,-0.0292,0.0035,-0.0168,0.0282,0.0047,-0.0173
179.9375,-1.598,3.9982,-4.2882,4.0395,1.1783,3.4837,0.0,0.0,1.0,-0.0292,0.0035,-0.0168,0.0282,0.0047,-0.0173
183.9011,-1.5917,3.9981,-4.2777,4.0526,1.1179,3.5276,0.0,0.0,1.0,-0.0292,0.0035,-0.0168,0.0282,0.0046,-0.0173
188.0193,-1.5866,3.9977,-4.2581,4.1138,1.1454,3.5747,0.0,0.0,1.0,-0.0292,0.0035,-0.0168,0.0282,0.0046,-0.0173
191.8735,-1.5705,4.0134,-4.1713,4.2711,1.198,3.6617,0.0,0.0,1.0,-0.0293,0.0035,-0.0168,0.0282,0.0046,-0.0173
196.1102,-1.5736,4.0101,-4.2362,4.0663,1.1359,3.5508,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0282,0.0046,-0.0173
200.0675,-1.5754,4.02,-4.1058,4.2274,1.07,3.6026,0.0,0.0,1.0,-0.0293,0.0035,-0.0168,0.0282,0.0046,-0.0173
203.8901,-1.5775,4.0301,-4.0875,4.0737,1.0282,3.7099,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0282,0.0046,-0.0173
208.0294,-1.5805,4.0387,-4.1684,3.944,1.0519,3.7533,0.0,0.0,1.0,-0.0293,0.0035,-0.0168,0.0282,0.0046,-0.0173
211.956,-1.5761,4.0389,-4.1002,3.847,1.0771,3.7341,0.0,0.0,1.0,-0.0293,0.0035,-0.0168,0.0282,0.0046,-0.0172
215.9105,-1.5801,4.0387,-4.1739,3.9093,1.1156,3.8287,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0282,0.0046,-0.0172
219.8931,-1.5852,4.0477,-4.2642,3.9868,1.0304,3.7183,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0282,0.0046,-0.0172
223.9521,-1.5891,4.0502,-4.2016,3.8653,1.0135,3.7519,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0283,0.0046,-0.0172
227.911,-1.59,4.0474,-4.1353,3.8394,0.9739,3.7201,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
232.0067,-1.5886,4.0384,-4.0856,3.8605,1.0074,3.6584,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
235.8816,-1.591,4.0172,-4.0673,3.8878,1.0171,3.568,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
239.9221,-1.5883,4.0185,-3.9973,3.9859,0.9515,3.6733,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
243.993,-1.5863,4.0078,-4.0042,3.9196,0.9916,3.6637,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
247.8774,-1.593,4.0201,-4.1532,4.2845,0.9539,3.7133,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
251.9638,-1.5918,4.0241,-4.09,4.1479,0.9976,3.6196,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
256.2221,-1.6027,4.0223,-4.2232,3.9982,0.9655,3.5637,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0172
259.8979,-1.6092,4.016,-4.1831,3.9442,0.9744,3.6434,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0171
263.9424,-1.6131,4.0148,-4.2155,3.9921,0.9274,3.6691,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0171
268.0747,-1.6179,4.0087,-4.2371,3.9211,0.9686,3.5753,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0171
271.9642,-1.6217,4.0074,-4.1596,3.9378,0.9314,3.6094,0.0,0.0,1.0,-0.0293,0.0035,-0.0166,0.0283,0.0046,-0.0171
276.0147,-1.6425,4.0038,-4.4523,3.9379,0.962,3.5362,0.0,0.0,1.0,-0.0292,0.0035,-0.0167,0.0283,0.0046,-0.0171
279.9802,-1.664,4.0095,-4.3656,4.0316,0.856,3.5811,0.0,0.0,1.0,-0.0292,0.0035,-0.0167,0.0283,0.0046,-0.0171
283.9306,-1.6792,4.0185,-4.1842,4.1062,0.7859,3.7366,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0283,0.0046,-0.0171
287.8926,-1.6899,4.0234,-4.2011,3.994,0.925,3.7088,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0283,0.0046,-0.0172
291.9079,-1.691,4.008,-4.1347,3.9747,0.8973,3.6355,0.0,0.0,1.0,-0.0293,0.0035,-0.0168,0.0283,0.0046,-0.0171
295.9445,-1.703,4.0092,-4.2841,4.1112,0.9133,3.6442,0.0,0.0,1.0,-0.0293,0.0035,-0.0167,0.0283,0.0046,-0.0171
300.0895,-1.7324,4.0124,-4.605,4.0923,0.7718,3.5423,0.0,0.0,1.0,-0.0292,0.0035,-0.0168,0.0283,0.0046,-0.0171
