n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.3862,-3.3155,3.1701,-2.986,-2.5823,-3.9007,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
4.0146,0.374,-3.3254,3.1918,-3.0869,-2.6157,-3.9102,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
8.0077,0.3599,-3.3312,3.1802,-3.0747,-2.4602,-3.9903,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
11.9317,0.351,-3.3332,3.2379,-3.1654,-2.6066,-3.801,0.0,0.0,1.0,-0.0331,0.0061,-0.0237,0.0322,0.005,-0.0244
16.0011,0.3407,-3.3283,3.1796,-2.9992,-2.4669,-3.8873,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0245
19.9872,0.3265,-3.3364,3.1239,-3.0331,-2.6309,-3.9772,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
23.9875,0.3149,-3.3485,3.1582,-3.3592,-2.5606,-3.8763,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
28.0313,0.3004,-3.3538,3.0603,-3.208,-2.6209,-3.9292,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
32.0187,0.2789,-3.3515,3.0536,-3.1346,-2.6596,-3.8139,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
35.9761,0.2702,-3.3625,3.0978,-3.3414,-2.6534,-3.9169,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
40.0664,0.2545,-3.3689,3.0498,-3.1609,-2.6868,-3.8907,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0245
44.0131,0.2383,-3.3749,2.998,-3.1663,-2.7326,-3.8707,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0244
48.095,0.2223,-3.3827,3.0035,-3.2501,-2.7465,-3.9098,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
52.0151,0.2036,-3.3924,3.1083,-3.2363,-2.8044,-4.0196,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0245
56.0161,0.1915,-3.4017,3.0986,-3.1805,-2.7396,-3.9945,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
60.0129,0.1847,-3.4069,3.2858,-3.1189,-2.7693,-3.9168,0.0,0.0,1.0,-0.0331,0.0061,-0.0237,0.0322,0.005,-0.0245
64.0124,0.1737,-3.4079,3.0115,-3.1201,-2.7447,-3.9344,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
67.9701,0.1716,-3.3943,3.2644,-3.0253,-2.7625,-3.9106,0.0,0.0,1.0,-0.0331,0.0061,-0.0237,0.0322,0.005,-0.0245
72.0402,0.1695,-3.3878,3.1997,-3.0522,-2.8127,-3.9443,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
75.983,0.1659,-3.3909,3.1684,-3.1187,-2.8493,-3.9254,0.0,0.0,1.0,-0.0331,0.0061,-0.0237,0.0322,0.005,-0.0244
79.9858,0.1565,-3.3767,3.0868,-3.0127,-2.8465,-3.9263,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
84.0365,0.1446,-3.3742,3.0579,-2.9536,-2.9324,-4.0556,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
88.0022,0.1375,-3.3666,2.999,-2.947,-2.8565,-3.9495,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
91.9865,0.1328,-3.3657,3.0913,-3.0087,-2.9067,-4.1132,0.0,0.0,1.0,-0.0331,0.006,-0.0237,0.0322,0.005,-0.0244
96.0181,0.1309,-3.3507,3.0721,-2.9674,-2.7963,-3.9423,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
99.9881,0.1217,-3.3413,3.0543,-2.9442,-2.8794,-4.0053,0.0,0.0,1.0,-0.0331,0.006,-0.0238,0.0322,0.005,-0.0244
104.0582,0.1052,-3.3436,3.0138,-3.0584,-2.8722,-4.0138,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
108.0033,0.0847,-3.3542,2.7735,-3.1315,-2.8964,-4.1225,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
112.0263,0.0665,-3.3558,2.9522,-2.963,-2.8853,-4.0184,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
116.0321,0.0525,-3.3591,2.9149,-3.0129,-2.847,-4.0497,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0245
120.0016,0.0442,-3.3556,2.9862,-3.0277,-2.8688,-3.938,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
124.0157,0.0316,-3.366,2.924,-3.0849,-2.9537,-4.0754,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0246
128.042,0.025,-3.3774,2.9351,-3.068,-2.9404,-4.1727,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
132.0299,0.0109,-3.3881,2.9102,-3.0916,-3.0499,-4.0514,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
135.9776,-0.0018,-3.3912,2.8849,-3.1002,-2.9734,-4.0672,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
140.0674,-0.0231,-3.4017,2.8684,-3.0424,-3.0647,-4.1115,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0245
144.0114,-0.0345,-3.4059,2.8513,-2.9951,-2.9393,-4.0708,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0245
147.9977,-0.0425,-3.41,2.8979,-3.0754,-2.9491,-4.0858,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
152.0143,-0.0414,-3.4056,2.7729,-3.058,-2.8489,-4.0743,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
156.0084,-0.0641,-3.4129,2.6148,-3.0563,-3.0112,-4.0985,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0245
160.1396,-0.0746,-3.4163,2.8174,-3.0691,-2.994,-4.0743,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0245
164.031,-0.0939,-3.4255,2.6675,-3.1179,-2.9737,-4.0728,0.0,0.0,1.0,-0.0331,0.0061,-0.0241,0.0322,0.005,-0.0245
167.9843,-0.1014,-3.428,2.7608,-3.1309,-2.9636,-4.0797,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.005,-0.0245
172.083,-0.1167,-3.4208,2.6867,-3.1451,-3.025,-3.9304,0.0,0.0,1.0,-0.0331,0.0061,-0.024,0.0322,0.0049,-0.0244
176.023,-0.1183,-3.4259,2.7468,-3.2079,-2.9272,-4.0377,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
179.9918,-0.1166,-3.4322,2.8317,-3.2285,-2.9066,-4.06,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
184.0353,-0.1113,-3.4343,2.8174,-3.1209,-2.9017,-4.0761,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
188.0352,-0.1067,-3.4439,2.8684,-3.2172,-2.8868,-4.061,0.0,0.0,1.0,-0.0331,0.0061,-0.0239,0.0322,0.005,-0.0244
192.0207,-0.1049,-3.4474,2.8934,-3.1602,-2.9427,-4.0737,0.0,0.0,1.0,-0.0331,0.0061,-0.0238,0.0322,0.005,-0.0244
196.0254,-0.0967,-3.4394,2.9374,-3.0106,-2.8838,-3.974,0.0,0.0,1.0,-0.0331,0.0061,-0.0237,0.0322,0.005,-0.0245
199.976,-0.0634,-3.3707,2.9963,-2.4453,-2.6883,-3.3808,0.0,0.0,1.0,-0.0331,0.0061,-0.0236,0.0322,0.005,-0.0245
204.0053,-0.0255,-3.1514,3.0706,-1.3535,-2.5136,-2.2019,0.0,0.0,1.0,-0.0331,0.0061,-0.0235,0.0322,0.005,-0.0244
208.0396,0.0407,-2.6036,3.1794,-0.1194,-2.2267,-0.7585,0.0,0.0,1.0,-0.0331,0.006,-0.0235,0.0322,0.0049,-0.0244
212.0131,0.0971,-1.9682,3.3423,0.4155,-2.3866,-0.2559,0.0,0.0,1.0,-0.0331,0.006,-0.0235,0.0321,0.0049,-0.0243
216.0607,0.1468,-1.2669,3.1279,1.0466,-2.3612,0.137,0.0,0.0,1.0,-0.033,0.006,-0.0236,0.0321,0.0049,-0.0242
220.132,0.1815,-0.8699,3.1002,0.8857,-2.4748,0.1737,0.0,0.0,1.0,-0.033,0.0061,-0.0235,0.0322,0.0049,-0.0244
223.9915,0.1883,-0.5609,3.0114,0.6828,-2.7789,0.2481,0.0,0.0,1.0,-0.033,0.0061,-0.0236,0.0322,0.0049,-0.0243
228.0225,0.1966,-0.3992,2.8936,0.5215,-2.738,-0.139,0.0,0.0,1.0,-0.033,0.0061,-0.0236,0.0322,0.005,-0.0243
231.9791,0.2092,-0.1644,2.8346,0.366,-2.5615,0.126,0.0,0.0,1.0,-0.033,0.0062,-0.0237,0.0322,0.0049,-0.0244
236.0149,0.2427,0.0248,3.0153,0.3537,-2.3416,0.1578,0.0,0.0,1.0,-0.033,0.0062,-0.0237,0.0321,0.0049,-0.0243
240.0606,0.2583,0.1779,3.0322,0.3087,-2.5189,0.0973,0.0,0.0,1.0,-0.033,0.0061,-0.0236,0.0322,0.0049,-0.0244
244.0769,0.2667,0.3476,3.0397,0.5035,-2.5047,0.1915,0.0,0.0,1.0,-0.033,0.0061,-0.0236,0.0322,0.0049,-0.0244
248.0025,0.2553,0.4767,2.8599,0.4951,-2.505,0.124,0.0,0.0,1.0,-0.033,0.0061,-0.0237,0.0322,0.0049,-0.0243
252.0351,0.236,0.5521,2.8798,0.82,-2.4123,0.1413,0.0,0.0,1.0,-0.033,0.0061,-0.0237,0.0322,0.0049,-0.0243
