n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.4601,-6.1711,3.348,-7.1939,-2.3827,-5.3201,0.0,0.0,1.0,-0.0356,0.0036,-0.0276,0.0361,0.0058,-0.0284
3.9632,0.4384,-6.2099,3.1065,-7.2912,-2.733,-5.8311,0.0,0.0,1.0,-0.0356,0.0036,-0.0278,0.0362,0.0059,-0.0288
7.9107,0.3957,-6.2649,3.0882,-7.4234,-3.0746,-5.8741,0.0,0.0,1.0,-0.0356,0.0036,-0.0279,0.0362,0.006,-0.0292
11.8562,0.3363,-6.2932,3.026,-7.3278,-3.2181,-5.5779,0.0,0.0,1.0,-0.0356,0.0036,-0.0279,0.0363,0.006,-0.0293
15.8501,0.284,-6.3232,3.0007,-7.2564,-3.2113,-5.7802,0.0,0.0,1.0,-0.0356,0.0036,-0.0279,0.0363,0.006,-0.0293
19.897,0.2252,-6.3452,2.9814,-7.2565,-3.2262,-5.8239,0.0,0.0,1.0,-0.0356,0.0036,-0.0279,0.0363,0.006,-0.0294
23.8614,0.1692,-6.3686,2.9669,-7.2709,-3.2194,-5.8445,0.0,0.0,1.0,-0.0356,0.0036,-0.028,0.0363,0.006,-0.0294
27.8602,0.1194,-6.4024,2.9072,-7.1837,-3.1473,-5.9639,0.0,0.0,1.0,-0.0356,0.0036,-0.028,0.0363,0.006,-0.0294
31.9229,0.0697,-6.4313,2.9451,-7.2675,-3.1905,-5.9503,0.0,0.0,1.0,-0.0356,0.0036,-0.028,0.0363,0.006,-0.0293
36.0031,0.027,-6.467,3.0001,-7.3866,-3.1854,-5.9758,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0363,0.006,-0.0293
39.9665,-0.0183,-6.5081,2.9165,-7.3547,-3.0929,-6.0962,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0362,0.006,-0.0292
43.9029,-0.065,-6.5418,2.8819,-7.2996,-3.1388,-6.032,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0362,0.006,-0.0292
47.889,-0.0862,-6.5535,2.9193,-7.2419,-3.098,-6.1175,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0362,0.006,-0.0291
51.9786,-0.0934,-6.5582,2.9357,-7.2707,-3.1121,-6.0884,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0362,0.006,-0.0291
56.1234,-0.0889,-6.5939,3.0024,-7.4542,-3.1102,-6.2266,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0362,0.0061,-0.0291
59.8888,-0.0806,-6.6137,3.0364,-7.4362,-3.0849,-6.0432,0.0,0.0,1.0,-0.0356,0.0036,-0.0281,0.0362,0.006,-0.029
